,n_obs,iso_labels_integrated,ari_unintegrated,ari_integrated,nmi_unintegrated,nmi_integrated
0,500000,0.0005415158583521618,0.27726379058204126,0.23786947597036145,0.5939276396287375,0.4615035359627579
