,n_obs,hgv_overlap,pcr_unintegrated,pcr_integrated,traject_conversation,graph_connectivity_unintegrated,graph_connectivity_integrated,silhouette_unintegrated,silhouette_integrated,silhouette_batch_unintegrated,silhouette_batch_integrated,ASW_unintegrated,iLISI_integrated,iso_labels_unintegrated
0,500000,0.6140540540540541,0.11917363179480475,0.22935001726759308,0.8613313974770054,0.7487667741393232,0.46872737533975856,0.35531310061863575,0.39636826515197754,0.6436766687252503,0.6974832822913986,0.47786418444334755,0.10183805237410545,0.000897305286961028
