,train_recon_loss,val_recon_loss
0,2585.6240234375,2525.8505859375
1,2518.637939453125,2508.478515625
2,2505.754638671875,2501.771240234375
3,2498.816650390625,2497.530029296875
4,2494.195556640625,2494.869873046875
5,2490.67138671875,2493.12841796875
6,2488.656494140625,2491.849853515625
7,2486.05322265625,2490.989013671875
8,2484.477783203125,2490.193359375
9,2482.873291015625,2489.4921875
10,2481.482666015625,2488.795166015625
11,2480.36328125,2488.687744140625
12,2479.662109375,2488.4873046875
13,2478.64990234375,2487.881591796875
14,2478.236083984375,2487.917236328125
15,2477.2529296875,2487.489013671875
16,2476.9404296875,2487.461669921875
17,2476.01953125,2487.2666015625
18,2475.322265625,2487.08984375
19,2474.763916015625,2486.940673828125
20,2474.325927734375,2486.859619140625
21,2473.846923828125,2486.854248046875
22,2474.306640625,2487.120361328125
23,2473.601318359375,2487.000244140625
24,2473.042236328125,2491.1962890625
25,2472.67431640625,2486.784912109375
26,2472.16943359375,2486.60498046875
27,2472.009765625,2486.962158203125
28,2471.62060546875,2486.841552734375
29,2471.478759765625,2486.758544921875
30,2471.06298828125,2486.653076171875
31,2470.831787109375,2486.705322265625
32,2470.784912109375,2486.8427734375
33,2471.2392578125,2487.02197265625
34,2470.82275390625,2486.97607421875
35,2470.202880859375,2486.925048828125
36,2470.44091796875,2487.027099609375
37,2469.93408203125,2486.979248046875
38,2469.599853515625,2487.141357421875
39,2470.01953125,2487.184814453125
40,2469.426513671875,2487.216064453125
41,2469.477783203125,2487.228759765625
42,2469.319091796875,2487.24169921875
43,2468.933837890625,2487.361328125
44,2468.8046875,2487.247314453125
45,2469.295166015625,2487.38818359375
46,2468.6572265625,2487.376220703125
47,2468.754150390625,2487.5625
48,2468.46240234375,2487.313720703125
49,2469.313232421875,2487.634521484375
50,2468.457763671875,2487.6787109375
51,2468.194091796875,2487.557861328125
52,2467.9970703125,2487.71435546875
53,2468.267578125,2488.00146484375
54,2468.056884765625,2487.8447265625
55,2467.92236328125,2487.71142578125
56,2467.69921875,2488.0009765625
57,2467.607666015625,2488.077392578125
58,2468.640869140625,2488.265625
59,2468.15185546875,2488.31689453125
60,2467.779296875,2488.18359375
61,2468.0126953125,2488.483154296875
62,2467.48828125,2488.1953125
63,2467.806396484375,2488.294921875
64,2467.335205078125,2488.387451171875
65,2467.34521484375,2488.3935546875
66,2467.6279296875,2489.060546875
67,2467.35546875,2488.577880859375
68,2467.23876953125,2488.668701171875
69,2467.899658203125,2488.599365234375
70,2467.4775390625,2488.722900390625
71,2467.0986328125,2489.002197265625
72,2467.62353515625,2488.805908203125
73,2467.0732421875,2488.871826171875
74,2467.00634765625,2489.058837890625
75,2466.941650390625,2489.1181640625
76,2467.185302734375,2489.287841796875
77,2466.933349609375,2489.2607421875
78,2466.876708984375,2489.177001953125
79,2467.8779296875,2489.53125
80,2466.88818359375,2489.31591796875
81,2466.781005859375,2489.670654296875
82,2467.085205078125,2489.797607421875
83,2467.45654296875,2491.01318359375
84,2467.193603515625,2489.760009765625
85,2467.798095703125,2490.3701171875
86,2467.22900390625,2489.5302734375
87,2467.651611328125,2489.88427734375
88,2466.964599609375,2489.87646484375
89,2467.0234375,2490.271728515625
90,2466.8681640625,2490.008544921875
91,2467.123291015625,2493.592529296875
92,2467.18359375,2490.287109375
93,2466.857421875,2490.43798828125
94,2467.28125,2490.453857421875
95,2466.992919921875,2490.35302734375
96,2466.89208984375,2490.2197265625
97,2466.9990234375,2490.676025390625
98,2467.377197265625,2491.094482421875
99,2468.1181640625,2491.145751953125
100,2468.83203125,2490.538330078125
101,2467.24658203125,2490.5166015625
102,2467.155029296875,2490.6845703125
103,2467.996337890625,2490.7802734375
104,2467.33349609375,2491.383544921875
105,2467.372314453125,2491.267333984375
106,2467.947509765625,2491.07275390625
107,2467.627197265625,2491.177490234375
108,2467.347412109375,2491.538330078125
109,2467.233642578125,2491.735595703125
110,2467.397216796875,2491.53369140625
111,2467.091796875,2491.671142578125
112,2467.410400390625,2491.71337890625
113,2467.07861328125,2491.896240234375
114,2467.53076171875,2491.77734375
115,2467.097900390625,2491.806640625
116,2467.87646484375,2491.74658203125
117,2467.39208984375,2491.821533203125
118,2468.315673828125,2491.839599609375
119,2467.439697265625,2492.949951171875
120,2468.0126953125,2492.0068359375
121,2467.47509765625,2492.20654296875
122,2467.811767578125,2492.88330078125
123,2467.759765625,2492.482666015625
124,2467.51904296875,2492.81982421875
125,2467.703125,2492.718017578125
126,2467.497314453125,2492.826904296875
127,2467.368408203125,2492.41259765625
128,2467.3779296875,2493.169189453125
129,2467.436279296875,2493.24072265625
130,2468.473388671875,2493.51416015625
131,2467.6328125,2493.67578125
132,2467.7841796875,2493.8369140625
133,2467.769775390625,2493.885009765625
134,2467.7724609375,2493.4765625
135,2467.643798828125,2493.684814453125
136,2468.142822265625,2494.177001953125
137,2467.945556640625,2494.471923828125
138,2467.759765625,2494.775146484375
139,2468.921875,2493.819091796875
140,2467.984619140625,2494.71240234375
141,2468.098388671875,2494.42626953125
142,2467.920654296875,2495.438232421875
143,2468.009521484375,2495.2138671875
144,2469.141357421875,2494.907958984375
145,2468.204345703125,2494.953857421875
146,2468.04638671875,2496.27685546875
147,2468.068603515625,2495.924072265625
148,2468.806640625,2496.25439453125
149,2468.41748046875,2497.205810546875
150,2468.209228515625,2498.3369140625
151,2468.1904296875,2498.827392578125
152,2469.37060546875,2496.947998046875
153,2469.7578125,2495.8271484375
154,2468.625732421875,2496.83935546875
155,2468.5126953125,2496.414794921875
156,2469.59375,2496.841064453125
157,2469.075927734375,2498.187744140625
158,2470.07568359375,2496.93994140625
159,2469.086181640625,2495.893310546875
160,2468.816650390625,2498.055419921875
161,2468.82763671875,2496.11962890625
162,2468.956787109375,2496.790771484375
163,2469.208984375,2497.726806640625
164,2468.94775390625,2496.954833984375
165,2469.100830078125,2498.190185546875
166,2469.00732421875,2497.73193359375
167,2468.970703125,2497.906982421875
168,2468.950927734375,2498.241943359375
169,2470.28857421875,2498.109130859375
170,2469.366943359375,2498.32958984375
171,2469.463623046875,2498.085693359375
172,2469.2490234375,2497.57861328125
173,2469.899658203125,2498.27001953125
174,2469.713134765625,2497.42138671875
175,2469.384765625,2500.7001953125
176,2469.66650390625,2496.887939453125
177,2469.37353515625,2499.553466796875
178,2469.770263671875,2499.217041015625
179,2469.529541015625,2499.2900390625
180,2470.95068359375,2498.273193359375
181,2470.021728515625,2499.06787109375
182,2470.32177734375,2499.2470703125
183,2470.616943359375,2498.53173828125
184,2469.990234375,2499.11669921875
185,2470.71630859375,2498.501708984375
186,2470.04541015625,2498.900390625
187,2470.113525390625,2499.208984375
188,2470.387939453125,2500.0888671875
189,2471.29443359375,2498.17041015625
190,2470.32958984375,2500.7314453125
191,2470.87353515625,2499.992919921875
192,2470.313232421875,2499.599365234375
193,2471.25,2497.91796875
194,2470.72900390625,2500.028076171875
195,2472.026611328125,2498.660888671875
196,2471.076416015625,2499.538330078125
197,2470.907470703125,2500.068359375
198,2470.627685546875,2500.200439453125
199,2470.772705078125,2498.68359375
200,2471.44287109375,2499.25927734375
201,2470.728515625,2499.3271484375
202,2471.46044921875,2500.5068359375
203,2471.01220703125,2500.5048828125
204,2471.14794921875,2500.990234375
205,2471.5712890625,2500.70361328125
206,2471.095458984375,2499.990966796875
207,2471.354736328125,2500.608154296875
208,2472.42919921875,2501.250244140625
209,2471.303466796875,2500.01171875
210,2472.63720703125,2501.074462890625
211,2471.44287109375,2500.650634765625
212,2471.357177734375,2502.197509765625
213,2471.656005859375,2501.479248046875
214,2471.762451171875,2500.065185546875
215,2472.239013671875,2501.171875
216,2471.67236328125,2500.932861328125
217,2471.74609375,2501.39453125
218,2472.240234375,2499.34326171875
219,2471.853515625,2500.405029296875
220,2472.22509765625,2501.1201171875
221,2472.04638671875,2501.986328125
222,2471.896484375,2501.2119140625
223,2471.9013671875,2500.162841796875
224,2472.18994140625,2501.458984375
225,2472.99951171875,2501.54345703125
226,2473.3671875,2502.30029296875
227,2472.847900390625,2503.462646484375
228,2472.391845703125,2501.06298828125
229,2472.4052734375,2502.829345703125
230,2472.4482421875,2502.42431640625
231,2473.75048828125,2501.414794921875
232,2472.676513671875,2501.3505859375
233,2472.56396484375,2502.930908203125
234,2472.54345703125,2503.7724609375
235,2473.774658203125,2501.7060546875
236,2472.786376953125,2500.742431640625
237,2472.828125,2504.14404296875
238,2473.155517578125,2501.894287109375
