,train_elbo,val_elbo
0,971.559814453125,1036.16748046875
1,924.926513671875,899.75634765625
2,855.8277587890625,843.7646484375
3,820.7763671875,812.3524169921875
4,799.643310546875,795.6747436523438
5,785.4976806640625,782.9228515625
6,775.294677734375,774.158203125
7,767.2008056640625,768.3826904296875
8,760.6790771484375,758.9498901367188
9,755.1586303710938,756.22216796875
10,750.4075927734375,750.9317626953125
11,746.3207397460938,747.5941772460938
12,742.645263671875,744.3065185546875
13,739.3448486328125,740.9614868164062
14,736.410888671875,739.1494750976562
15,733.6570434570312,736.0734252929688
16,731.24755859375,733.61376953125
17,728.9080810546875,732.3968505859375
18,726.8209838867188,729.508056640625
19,724.8272705078125,729.0888671875
20,722.9550170898438,726.791259765625
21,721.2216796875,726.6175537109375
22,719.580322265625,724.1065673828125
23,717.9931640625,722.5640869140625
24,716.535400390625,723.352294921875
25,715.1338500976562,720.25830078125
26,713.7846069335938,718.2611694335938
27,712.509521484375,718.7185668945312
28,711.2762451171875,717.1412963867188
29,710.121826171875,716.3164672851562
30,709.021240234375,715.5000610351562
31,707.898193359375,715.3607788085938
32,706.8676147460938,713.8745727539062
33,705.8670043945312,714.2874755859375
34,704.9169921875,712.2406005859375
35,703.9642944335938,711.6265258789062
36,703.0361328125,711.4805297851562
37,702.1620483398438,710.197021484375
38,701.3409423828125,709.9707641601562
39,700.51025390625,708.623291015625
40,699.67529296875,708.7581176757812
41,698.8908081054688,708.6808471679688
42,698.1431884765625,707.18017578125
43,697.408935546875,706.5782470703125
44,696.6666870117188,706.418701171875
45,695.9505004882812,705.7730102539062
46,695.2915649414062,705.2820434570312
47,694.5967407226562,704.556640625
48,693.9213256835938,704.5131225585938
49,693.299072265625,704.123779296875
50,692.671630859375,702.149658203125
51,692.0504760742188,702.7546997070312
52,691.4491577148438,701.1994018554688
53,690.8748168945312,701.1400146484375
54,690.2898559570312,701.2325439453125
55,689.7236328125,699.7669677734375
56,689.1671752929688,699.6453247070312
57,688.6444702148438,698.9024658203125
58,688.0916748046875,698.9749755859375
59,687.578369140625,698.5040283203125
60,687.0643920898438,698.0490112304688
61,686.5523071289062,697.7967529296875
62,686.0555419921875,697.3753051757812
63,685.5816040039062,696.8385009765625
64,685.0708618164062,697.05712890625
65,684.6370849609375,696.2286987304688
66,684.1669311523438,695.7552490234375
67,683.6994018554688,695.5106201171875
68,683.242919921875,695.56494140625
69,682.806396484375,694.5336303710938
70,682.3720703125,694.3428344726562
71,681.9541015625,694.2759399414062
72,681.5260009765625,693.7652587890625
73,681.1369018554688,693.015380859375
74,680.6956787109375,693.6405639648438
75,680.3247680664062,692.3618774414062
76,679.9149780273438,692.3142700195312
77,679.5518798828125,692.2655029296875
78,679.1260986328125,691.7918090820312
79,678.7426147460938,691.4342041015625
80,678.3907470703125,691.5308227539062
81,678.0234375,690.7783203125
82,677.6573486328125,690.73974609375
83,677.2913208007812,690.6148071289062
84,676.93115234375,690.0294799804688
85,676.6171875,689.877197265625
86,676.2613525390625,689.1650390625
87,675.9150390625,689.178466796875
88,675.5778198242188,688.84375
89,675.2457275390625,688.4579467773438
90,674.9078369140625,688.3908081054688
91,674.5897216796875,687.880615234375
92,674.268310546875,688.2220458984375
93,673.9445190429688,687.664306640625
94,673.6426391601562,687.3850708007812
95,673.341552734375,687.293212890625
96,673.0225219726562,686.849609375
97,672.7305297851562,686.0693969726562
98,672.4514770507812,686.2354125976562
99,672.1173706054688,686.06298828125
100,671.8609008789062,685.7409057617188
101,671.5711059570312,685.5885009765625
102,671.2738037109375,684.8563232421875
103,670.9948120117188,685.2666015625
104,670.7225341796875,684.6167602539062
105,670.421142578125,684.5835571289062
106,670.1767578125,684.8321533203125
107,669.8916015625,683.6580810546875
108,669.6307983398438,683.9546508789062
109,669.379638671875,683.6160278320312
110,669.1239013671875,683.0040893554688
111,668.863037109375,683.1148681640625
112,668.6107788085938,683.05029296875
113,668.3533935546875,682.8386840820312
114,668.0969848632812,682.6264038085938
115,667.8565673828125,682.3139038085938
