,Mixed mesoderm_corr,Mixed mesoderm_pval,Mixed mesoderm_qval,Mixed mesoderm_ci_low,Mixed mesoderm_ci_high,gene_annotation
ENSMUSG00000097695,0.4128832514695332,0.0,0.0,0.4029299921881845,0.42273886006891187,Gm26905
ENSMUSG00000030946,0.36635218490771176,0.0,0.0,0.35596966520794476,0.37664427213467633,Lhpp
ENSMUSG00000075304,0.35356692847076954,0.0,0.0,0.34307563859605705,0.3639700141200382,Sp5
ENSMUSG00000047109,0.33328410982441625,0.0,0.0,0.32262837291701807,0.34385537882968825,Cldn14
ENSMUSG00000049946,0.3325544492019945,0.0,0.0,0.3218929817012259,0.34313158766800844,BC030500
ENSMUSG00000087388,0.3097795510439485,0.0,0.0,0.29894568004696914,0.32053357636006086,Gm12128
ENSMUSG00000007836,0.3090662337135425,0.0,0.0,0.2982271652849381,0.3198256014256479,Hnrnpa0
ENSMUSG00000044221,0.30393460797142846,0.0,0.0,0.2930585111066999,0.3147320548879423,Grsf1
ENSMUSG00000050321,0.30345173047704027,0.0,0.0,0.2925721820193923,0.31425272857033937,Neto1
ENSMUSG00000106718,0.300962740581062,0.0,0.0,0.29006549017143735,0.3117819558463734,Gm20052
ENSMUSG00000028937,0.29835345907744015,0.0,0.0,0.28743781172091554,0.3091916148336117,Acot7
ENSMUSG00000051515,0.28621980035156336,0.0,0.0,0.27522076192075984,0.297143919924588,Fam181b
ENSMUSG00000020358,0.2849238112634949,0.0,0.0,0.27391607582675015,0.29585690694977074,Hnrnpab
ENSMUSG00000049124,0.2848472649217828,0.0,0.0,0.2738390170719241,0.2957808895320134,Gm8186
ENSMUSG00000045928,0.28464705627218556,0.0,0.0,0.273637468862751,0.29558206363995787,4933440M02Rik
ENSMUSG00000097002,0.2815604738457221,0.0,0.0,0.27053035702396383,0.2925166790627745,Gm2670
ENSMUSG00000067613,0.2770365148308862,0.0,0.0,0.2659767235316489,0.28802338252028853,Krt83
ENSMUSG00000086302,0.27512281835247643,0.0,0.0,0.2640506228886104,0.28612251106990905,Gm13790
ENSMUSG00000101746,0.27436586034084803,0.0,0.0,0.2632887828126643,0.2853706020704264,2310043L19Rik
ENSMUSG00000038932,0.27301114919876784,0.0,0.0,0.26192536883544176,0.28402489321711527,Tcfl5
ENSMUSG00000075273,0.27243298983000963,0.0,0.0,0.2613435087701004,0.28345056260598933,Ttc30b
ENSMUSG00000030519,0.2703933567171244,0.0,0.0,0.2592908846890336,0.2814243734774046,Apba2
ENSMUSG00000031688,0.26796758235609003,0.0,0.0,0.2568497904947146,0.2790144602340182,Pou4f2
ENSMUSG00000035910,0.26547457310011996,0.0,0.0,0.2543411845903562,0.2765376067235268,Dcdc2a
ENSMUSG00000103442,0.26532665025395824,0.0,0.0,0.25419234102450944,0.2763906378600633,Pcdha1
ENSMUSG00000097049,0.26523715779567697,0.0,0.0,0.2541022917922626,0.27630172230449784,6530411M01Rik
ENSMUSG00000105602,0.2650796184173392,0.0,0.0,0.25394377275763397,0.2761451980252229,Gm10636
ENSMUSG00000091337,0.2635776293900686,0.0,0.0,0.25243247367391547,0.2746528575318431,Eid1
