,n_obs,hgv_overlap,pcr_unintegrated,pcr_integrated,traject_conversation,graph_connectivity_unintegrated,graph_connectivity_integrated,silhouette_unintegrated,silhouette_integrated,silhouette_batch_unintegrated,silhouette_batch_integrated,ASW_unintegrated,iso_labels_unintegrated
0,500000,0.5993767060473648,0.13767933864046447,0.003723169000433052,0.4976701682319556,0.7487667741393232,0.013973174502366993,0.35531310061863575,0.45373986661434174,0.6436766687252503,0.7743879930420419,0.47786418444334755,0.000897305286961028
