,Cardiac_2_corr,Cardiac_2_pval,Cardiac_2_qval,Cardiac_2_ci_low,Cardiac_2_ci_high,gene_annotation
ENSMUSG00000097661,0.39618683688510414,0.0,0.0,0.38796053545342796,0.40435002105694634,Gm26763
ENSMUSG00000071724,0.3961799656145296,0.0,0.0,0.3879536116066272,0.4043432030496832,Smpd5
ENSMUSG00000064202,0.39612275495369254,0.0,0.0,0.3878959632286431,0.40428643582753354,4430402I18Rik
ENSMUSG00000031758,0.3961035467608504,0.0,0.0,0.3878766080888941,0.4042673765029065,Cdyl2
ENSMUSG00000032033,0.3960918995379245,0.0,0.0,0.3878648717656805,0.4042558195453677,Barx2
ENSMUSG00000105650,0.3960728942879858,0.0,0.0,0.3878457211328869,0.4042369615795552,Gm42889
ENSMUSG00000058537,0.3960648896122733,0.0,0.0,0.3878376552266087,0.4042290189352388,AW822073
ENSMUSG00000032498,0.3960584045026289,0.0,0.0,0.38783112051101515,0.4042225840803696,Mlh1
ENSMUSG00000109219,0.3960555643799815,0.0,0.0,0.3878282586639408,0.4042197659663054,Olfr1299
ENSMUSG00000038619,0.39605062255262413,0.0,0.0,0.3878232790363519,0.4042148624336213,Ensa
ENSMUSG00000025083,0.39599924246016,0.0,0.0,0.3877715059639968,0.4041638804624006,Afap1l2
ENSMUSG00000051098,0.39599264189822775,0.0,0.0,0.3877648549215254,0.404157331041579,Mblac2
ENSMUSG00000040620,0.3959892818595482,0.0,0.0,0.38776146918588345,0.4041539970361356,Dhx33
ENSMUSG00000022324,0.3959565003301453,0.0,0.0,0.3877284369609777,0.40412146948328753,Matn2
ENSMUSG00000031957,0.39593880528891384,0.0,0.0,0.38771060660637174,0.4041039115267,Ctrb1
ENSMUSG00000074677,0.39592428542680685,0.0,0.0,0.3876959757159756,0.4040895041464219,Sirpb1c
ENSMUSG00000031789,0.3958712088836689,0.0,0.0,0.38764249335041867,0.4040368387398413,Cngb1
ENSMUSG00000028759,0.39585477091074256,0.0,0.0,0.3876259297042438,0.4040205280862254,Hp1bp3
ENSMUSG00000097117,0.3958484329511706,0.0,0.0,0.3876195432904834,0.4040142392155434,Gm26730
ENSMUSG00000035355,0.3958355169149975,0.0,0.0,0.3876065285126656,0.40400142321451993,Kcnh4
ENSMUSG00000029167,0.39582119772488394,0.0,0.0,0.38759209985778753,0.40398721492328504,Ppargc1a
ENSMUSG00000094146,0.3957959130388683,0.0,0.0,0.3875666218898063,0.40396212605180465,Gm10142
ENSMUSG00000109436,0.39578914612945243,0.0,0.0,0.38755980325470835,0.4039554115459081,Gm45075
ENSMUSG00000021916,0.39577829655007135,0.0,0.0,0.3875488707439412,0.40394464598475166,Glt8d1
ENSMUSG00000039716,0.3957634392829486,0.0,0.0,0.3875338999154564,0.4039299037673787,Dock3
ENSMUSG00000110554,0.3956647328538858,0.0,0.0,0.387434439135078,0.4038319615804682,RP23-399J5.1
ENSMUSG00000027596,0.3956342272065445,0.0,0.0,0.38740370039096783,0.40380169208758554,a
ENSMUSG00000042357,0.39562936395129844,0.0,0.0,0.3873987999767827,0.40379686647877855,Gjb5
ENSMUSG00000051490,0.3956008855746403,0.0,0.0,0.387370104013178,0.4037686085439951,Foxd4
ENSMUSG00000062314,0.3955948645576198,0.0,0.0,0.3873640369950613,0.4037626341317182,Olfr1505
ENSMUSG00000086861,0.39559116089094215,0.0,0.0,0.3873603050324007,0.403758959132349,Gm15325
ENSMUSG00000042031,0.3955553918881451,0.0,0.0,0.38732426276859905,0.40372346697703393,Lce3b
ENSMUSG00000084811,0.39554386496633537,0.0,0.0,0.38731264779103575,0.40371202926687855,1700092E19Rik
ENSMUSG00000097280,0.39553452787274784,0.0,0.0,0.38730323937201144,0.40370276443507985,AI849053
ENSMUSG00000031698,0.3955301782225588,0.0,0.0,0.38729885649571927,0.4036984484472034,Mylk3
ENSMUSG00000031494,0.39552905781426756,0.0,0.0,0.38729772752891467,0.40369733670978825,Cd209a
ENSMUSG00000091080,0.3955221096475862,0.0,0.0,0.3872907262875102,0.4036904423146557,Prr23a1
ENSMUSG00000075065,0.39552170103777134,0.0,0.0,0.38729031455649104,0.40369003686702487,Olfr1270
ENSMUSG00000075510,0.39551144968186014,0.0,0.0,0.3872799848957142,0.40367986484412033,Fam187a
ENSMUSG00000025377,0.39549337110878474,0.0,0.0,0.38726176823469954,0.40366192617225655,Tepsin
ENSMUSG00000058270,0.3954892007875619,0.0,0.0,0.38725756606059936,0.40365778812221303,Olfr25
ENSMUSG00000051331,0.395465666985912,0.0,0.0,0.38723385251438713,0.4036344364258183,Cacna1c
ENSMUSG00000066363,0.3954551193066325,0.0,0.0,0.3872232242784325,0.4036239703613399,Serpina3f
ENSMUSG00000075707,0.395430934671377,0.0,0.0,0.38719885494409395,0.4035999728515189,Dio3
ENSMUSG00000027001,0.39542155215969593,0.0,0.0,0.3871894007808707,0.40359066293276186,Dusp19
ENSMUSG00000027679,0.3954120159749852,0.0,0.0,0.38717979177283496,0.40358120052821705,Dnajc19
ENSMUSG00000055216,0.39540819118002896,0.0,0.0,0.38717593777023407,0.4035774053246889,9430025C20Rik
ENSMUSG00000035845,0.39538452039570005,0.0,0.0,0.3871520862328479,0.40355391766871124,Alg12
ENSMUSG00000109629,0.39536617318419,0.0,0.0,0.38713359892732563,0.40353571239247527,Gm45536
