,Extra-Embryonic ectoderm_corr,Extra-Embryonic ectoderm_pval,Extra-Embryonic ectoderm_qval,Extra-Embryonic ectoderm_ci_low,Extra-Embryonic ectoderm_ci_high,gene_annotation
ENSMUSG00000032112,0.6165854379123773,0.0,0.0,0.6105242076168238,0.6225744458492996,Trappc4
ENSMUSG00000067288,0.6157629615000048,0.0,0.0,0.6096918682810001,0.6217618107606588,Rps28
ENSMUSG00000028798,0.6070864430981883,0.0,0.0,0.6009121188798048,0.6131883241464076,Eif3i
ENSMUSG00000022234,0.6038566683028334,0.0,0.0,0.597644297522968,0.6099965350319341,Cct5
ENSMUSG00000028010,0.6014615363399013,0.0,0.0,0.5952210843216665,0.6076294437739038,Gar1
ENSMUSG00000004885,0.5967498940640793,0.0,0.0,0.5904545325724819,0.6029726426380646,Crabp2
ENSMUSG00000024902,0.5957353837644848,0.0,0.0,0.5894282566298619,0.6019698852373526,Mrpl11
ENSMUSG00000018446,0.5914369927043059,0.0,0.0,0.5850802414295075,0.597721072020218,C1qbp
ENSMUSG00000032199,0.5873146724024569,0.0,0.0,0.5809106729693776,0.5936459671162834,Polr2m
ENSMUSG00000039067,0.5851944771235185,0.0,0.0,0.5787663078490471,0.5915499292412663,Psmd7
ENSMUSG00000024218,0.5819389255425542,0.0,0.0,0.5754738166053851,0.5883313040276793,Taf11
ENSMUSG00000057497,0.5766468272339117,0.0,0.0,0.5701221178113368,0.5830987994982908,Fam136a
ENSMUSG00000057130,0.5713749488507477,0.0,0.0,0.5647914171639322,0.5778857549054462,Txnl4a
ENSMUSG00000032288,0.5693146803760806,0.0,0.0,0.5627083100454362,0.5758483344814503,Imp3
ENSMUSG00000042462,0.5690721122439928,0.0,0.0,0.56246305849923,0.5756084510514876,Dctpp1
ENSMUSG00000024966,0.5681933839611542,0.0,0.0,0.5615746190070595,0.5747394389616797,Stip1
ENSMUSG00000021731,0.5681014954262025,0.0,0.0,0.5614817158532436,0.5746485655954798,Mrps30
ENSMUSG00000029614,0.5666411464099729,0.0,0.0,0.5600052642919541,0.5732043285929374,Rpl6
ENSMUSG00000030057,0.5647684519800514,0.0,0.0,0.5581119822683361,0.571352235903521,Cnbp
ENSMUSG00000025364,0.5634168932124853,0.0,0.0,0.5567456081080694,0.5700155041343585,Pa2g4
ENSMUSG00000014226,0.5618812874307453,0.0,0.0,0.5551932132713568,0.5684967020096543,Cacybp
ENSMUSG00000071644,0.5607830142736276,0.0,0.0,0.5540829610772423,0.567410419254689,Eef1g
ENSMUSG00000001416,0.55896009048924,0.0,0.0,0.5522402069907602,0.5656073463286004,Cct3
ENSMUSG00000001056,0.5584536272397685,0.0,0.0,0.5517282459404338,0.5651063869652542,Nhp2
ENSMUSG00000030357,0.5573934454469618,0.0,0.0,0.550656571985428,0.56405771059864,Fkbp4
ENSMUSG00000046865,0.555676967339191,0.0,0.0,0.5489215346769606,0.5623598146719834,Fbl
ENSMUSG00000053317,0.554276383247057,0.0,0.0,0.547505850075389,0.5609743512160301,Sec61b
ENSMUSG00000030007,0.5539152296098172,0.0,0.0,0.5471408089165009,0.5606170904903615,Cct7
ENSMUSG00000008683,0.5512817973653997,0.0,0.0,0.544479107839255,0.5580119688536034,Rps15a
ENSMUSG00000039130,0.5494134039550101,0.0,0.0,0.5425907410604507,0.5561635810804049,Zc3hc1
ENSMUSG00000063888,0.5484427635732494,0.0,0.0,0.5416097516245265,0.5552033073753894,Rpl7l1
ENSMUSG00000086322,0.5471660377342408,0.0,0.0,0.540319441559421,0.5539401898341785,E130218I03Rik
ENSMUSG00000034024,0.5464677025824625,0.0,0.0,0.5396136898183389,0.5532492848662752,Cct2
ENSMUSG00000063802,0.5463423959469763,0.0,0.0,0.5394870533972229,0.5531253104877626,Hspbp1
ENSMUSG00000000409,0.5446159026981686,0.0,0.0,0.5377422697406118,0.5514171426865676,Lck
ENSMUSG00000098274,0.543920653889357,0.0,0.0,0.5370396721183668,0.5507292573216913,Rpl24
ENSMUSG00000032399,0.54324107993599,0.0,0.0,0.5363529242619385,0.5500568718601306,Rpl4
