,n_obs,hgv_overlap,pcr_unintegrated,pcr_integrated,traject_conversation,graph_connectivity_unintegrated,graph_connectivity_integrated,silhouette_unintegrated,silhouette_integrated,silhouette_batch_unintegrated,silhouette_batch_integrated,ASW_unintegrated,iLISI_integrated,iso_labels_unintegrated
0,10000,0.3229214490920137,0.1387214381170011,0.16742195573048269,0.7900063334930234,0.6588977535536535,0.5590950392451339,0.30517051955751284,0.398172952234745,0.7377199042183759,0.8090676465961376,0.4762452140820673,0.11159934813823587,0.01599113268424453
