,n_obs,iso_labels_integrated,ari_unintegrated,ari_integrated,nmi_unintegrated,nmi_integrated
0,10000,0.005705875028752207,0.22650304089675136,0.20515573655247482,0.5162588698133755,0.4915447974104389
