,n_obs,iso_labels_integrated,ari_unintegrated,ari_integrated,nmi_unintegrated,nmi_integrated
0,500000,0.0004343594007267039,0.27726379058204126,0.017339698425838997,0.5939276396287375,0.05431897798803148
