,Somitic mesoderm_corr,Somitic mesoderm_pval,Somitic mesoderm_qval,Somitic mesoderm_ci_low,Somitic mesoderm_ci_high,gene_annotation
ENSMUSG00000030751,0.258258697744207,0.0,0.0,0.2521258456892754,0.26437080467773116,Psma1
ENSMUSG00000022742,0.2581687708924876,0.0,0.0,0.25203561729389445,0.26428118556135205,Cpox
ENSMUSG00000071713,0.25522650339321357,0.0,0.0,0.2490835425723352,0.2613489284590114,Csf2rb
ENSMUSG00000034663,0.2550262391236847,0.0,0.0,0.24888261492726468,0.2611493414356464,Bmp2k
ENSMUSG00000024014,0.2548426715692146,0.0,0.0,0.2486984397696529,0.2609663942031385,Pim1
ENSMUSG00000031765,0.25461893463985674,0.0,0.0,0.2484739628785067,0.2607434127435955,Mt1
ENSMUSG00000063856,0.2540879451915047,0.0,0.0,0.24794121993875082,0.2602142136178071,Gpx1
ENSMUSG00000038274,0.2539428556675007,0.0,0.0,0.2477956519309449,0.26006961264792594,Fau
ENSMUSG00000027074,0.2537285433294542,0.0,0.0,0.2475806333302794,0.25985602145246117,Slc43a3
ENSMUSG00000032698,0.25345822083344144,0.0,0.0,0.24730942085481503,0.2595866077132969,Lmo2
ENSMUSG00000030722,0.2528688183821753,0.0,0.0,0.2467180812616518,0.25899918337870503,Nfatc2ip
