,Somitic mesoderm_corr,Somitic mesoderm_pval,Somitic mesoderm_qval,Somitic mesoderm_ci_low,Somitic mesoderm_ci_high,gene_annotation
ENSMUSG00000034923,-0.030696447943554413,4.554256791192881e-20,4.735631476752502e-20,-0.03724894490504014,-0.02414131151590575,Ly6g6f
ENSMUSG00000019254,-0.030738548415271807,4.0517067224771105e-20,4.2135053270352645e-20,-0.037291026603825154,-0.024183427147344796,Ppp1r12c
ENSMUSG00000036896,-0.030777886442996966,3.631857236883713e-20,3.7772826176637675e-20,-0.0373303470694113,-0.02422277936110634,C1qc
ENSMUSG00000038663,-0.030901684196439707,2.5717419782400867e-20,2.6749968569170863e-20,-0.03745408942196628,-0.02434662189091838,Fsd2
ENSMUSG00000005510,-0.030950945946544167,2.240858304938204e-20,2.3310707426799168e-20,-0.03750332907099422,-0.024395901514446237,Ndufs3
ENSMUSG00000023572,-0.0314893911738405,4.9039920426145026e-21,5.102478454494332e-21,-0.03804153065257072,-0.02493454418052873,Ccndbp1
ENSMUSG00000021098,-0.03155713135163579,4.043371076376901e-21,4.207462098206973e-21,-0.03810923990883307,-0.02500230946703351,4930447C04Rik
ENSMUSG00000028906,-0.03163302589072846,3.255661107575466e-21,3.388137275029104e-21,-0.0381850997326869,-0.025078232208899986,Epb41
ENSMUSG00000034875,-0.031639021822402726,3.2003329388382046e-21,3.330904390963993e-21,-0.038191092918518084,-0.025084230371914037,Nudt19
ENSMUSG00000017716,-0.031765940077111796,2.2248439860256774e-21,2.3160982573658936e-21,-0.03831795294029321,-0.025211195969000302,Birc5
ENSMUSG00000096351,-0.03180609915910946,1.9824831284074712e-21,2.0640115860567115e-21,-0.038358093552419786,-0.02525137007496772,Samd11
ENSMUSG00000028718,-0.03184011314230851,1.797775971773698e-21,1.8719033442041836e-21,-0.03839209187544792,-0.02528539679974512,Stil
ENSMUSG00000031871,-0.031947144425913204,1.3206651848707192e-21,1.3752631311785059e-21,-0.03849907378246591,-0.02539246827616987,Cdh5
ENSMUSG00000036352,-0.03242593516524733,3.282562512880837e-22,3.418979807187623e-22,-0.03897764180321468,-0.025871440654008062,Ubac1
ENSMUSG00000019815,-0.032428409608875754,3.258858656234015e-22,3.394644433577099e-22,-0.03898011508800199,-0.0258739160441811,Zc2hc1b
ENSMUSG00000050919,-0.032441301755367635,3.1380723748277635e-22,3.269165928563146e-22,-0.03899300119549473,-0.025886813123583714,Zfp366
ENSMUSG00000096001,-0.032951625281801004,6.954026817022589e-23,7.247552701430525e-23,-0.03950308392343023,-0.026397333667291016,2610528A11Rik
ENSMUSG00000023267,-0.03297400067193274,6.505983140866713e-23,6.781304086790402e-23,-0.039525448677494364,-0.02641971777398161,Gabrr2
ENSMUSG00000029468,-0.0329846052828595,6.303738624525823e-23,6.571185890259379e-23,-0.039536048245261725,-0.026430326518337176,P2rx7
ENSMUSG00000086353,-0.032991779163346294,6.170465082073856e-23,6.432928567633294e-23,-0.03954321871328111,-0.026437503195871632,Gm13481
ENSMUSG00000035296,-0.03313851477315791,3.981638889261871e-23,4.151432477595528e-23,-0.03968988437593258,-0.02658429616514972,Sgcg
ENSMUSG00000101895,-0.0331739295868273,3.5811207729614244e-23,3.734223955121402e-23,-0.039725282265483795,-0.0266197248649376,Gm28981
ENSMUSG00000029147,-0.033186405977409884,3.449743894182724e-23,3.59798069898073e-23,-0.03973775268990126,-0.026632206151424434,Ppm1g
ENSMUSG00000018449,-0.03362366273788583,9.22809048452895e-24,9.62663309464735e-24,-0.04017479906665155,-0.02706963578816846,Rpain
ENSMUSG00000028894,-0.03365820804927695,8.309090699856527e-24,8.668847887174258e-24,-0.040209327649909504,-0.027104194864570632,Inpp5b
ENSMUSG00000101389,-0.03366165775017866,8.222455029146628e-24,8.579356249109586e-24,-0.040212775679477654,-0.027107645940909135,Ms4a4a
ENSMUSG00000039834,-0.03375090870163464,6.267182797344218e-24,6.539896480584596e-24,-0.040301983335814834,-0.02719693253209006,Zfp335
ENSMUSG00000022427,-0.033780834275671426,5.720872576759849e-24,5.970436836526664e-24,-0.04033189436975003,-0.027226870079429078,Tomm22
ENSMUSG00000019838,-0.03381808687231023,5.1062927923119084e-24,5.3296031649221465e-24,-0.04036912884986171,-0.027264137597358476,Slc16a10
ENSMUSG00000027435,-0.03400080135843456,2.919099734626984e-24,3.0470769672515494e-24,-0.040551754215573665,-0.027446925532426295,Cd93
ENSMUSG00000036975,-0.03410035886057004,2.14970489832054e-24,2.244419396868386e-24,-0.040651262973542934,-0.02754652323990171,Tmem177
ENSMUSG00000027843,-0.0341117137436653,2.075870433014078e-24,2.1675581424392587e-24,-0.040662612288938936,-0.027557882716824147,Ptpn22
ENSMUSG00000040010,-0.0341507152911556,1.8408870909690194e-24,1.922597484040751e-24,-0.04070159469972182,-0.027596900056000923,Slc7a5
ENSMUSG00000020289,-0.03416562172818018,1.7582111451801523e-24,1.836443644432998e-24,-0.040716493817406794,-0.027611812533901308,Nprl3
ENSMUSG00000060534,-0.034207911528963034,1.5431512928334189e-24,1.6119829654584966e-24,-0.040758762837249725,-0.027654119488623063,Dcc
ENSMUSG00000024037,-0.03426336318769962,1.30018845618413e-24,1.3583247557293459e-24,-0.04081418721186361,-0.0277095936756974,Wdr4
ENSMUSG00000016087,-0.03442571492993876,7.861194964052744e-25,8.215273240728126e-25,-0.04097645883966338,-0.027872011608669645,Fli1
ENSMUSG00000031770,-0.03461827320977739,4.315142391274649e-25,4.5109161522837645e-25,-0.04116892165128679,-0.028064648843033894,Herpud1
ENSMUSG00000090958,-0.03462144061850292,4.272659493852824e-25,4.466972811137297e-25,-0.04117208748558305,-0.028067817554559046,Lrrc32
ENSMUSG00000042851,-0.03470913507897746,3.247729003930147e-25,3.3957852404121153e-25,-0.04125973830338932,-0.028155548137298734,Zc3h6
ENSMUSG00000091898,-0.03475947781179323,2.7737243602031326e-25,2.9004751230818076e-25,-0.04131005593671805,-0.028205911652428223,Tnnc1
ENSMUSG00000062248,-0.035113889396669026,9.076933753846586e-26,9.494700579337434e-26,-0.041664289881486974,-0.028560470485909418,Cks2
ENSMUSG00000031097,-0.03535562929960759,4.2097734171052353e-26,4.403989347322142e-26,-0.04190590767354143,-0.02880231177135758,Tnni2
ENSMUSG00000046519,-0.03535796840580977,4.1784860785740585e-26,4.3717159223415554e-26,-0.04190824559444058,-0.028804651862297605,Golph3l
ENSMUSG00000060032,-0.035458459525303285,3.031341528457585e-26,3.171854691281349e-26,-0.04200868572399811,-0.028905185355273207,H2afj
ENSMUSG00000018931,-0.03555762127667291,2.2065420629459183e-26,2.3090645279886128e-26,-0.04210779703018475,-0.029004389049537754,Natd1
ENSMUSG00000036899,-0.03566856727487969,1.5450718578332728e-26,1.6171989301164672e-26,-0.042218686435568004,-0.029115382128093736,Trpv5
ENSMUSG00000061816,-0.036018324266374,4.988198294323729e-27,5.222697407940246e-27,-0.04256826396207228,-0.029465288598013034,Myl1
ENSMUSG00000015947,-0.03623330514319606,2.4762672178687077e-27,2.593221507873817e-27,-0.04278313373349391,-0.029680362149885862,Fcgr1
ENSMUSG00000028495,-0.03642923871806146,1.3032943624419845e-27,1.3651349768953436e-27,-0.04297896551913639,-0.02987638071730625,Rps6
ENSMUSG00000022696,-0.03652418486572241,9.537369853564882e-28,9.990959410815926e-28,-0.043073862160399004,-0.02997136823223949,Sidt1
ENSMUSG00000025225,-0.03654284303129516,8.968870147640177e-28,9.396406650225435e-28,-0.043092510583419674,-0.02999003454093907,Nfkb2
ENSMUSG00000032609,-0.03660207271789707,7.377670734533349e-28,7.7301663186644475e-28,-0.04315170931239465,-0.030049290107892607,Klhdc8b
ENSMUSG00000043740,-0.036610988146478035,7.163749565678679e-28,7.506810820159991e-28,-0.0431606200771591,-0.03005820943604925,B430306N03Rik
ENSMUSG00000110647,-0.03669652092038081,5.399907798440365e-28,5.659094318214593e-28,-0.04324610805441897,-0.03014377967470314,RP23-381H23.1
ENSMUSG00000021621,-0.03686611347197179,3.0771996315842713e-28,3.2255761337361335e-28,-0.043415611500569606,-0.030313446794626716,Zcchc9
ENSMUSG00000049091,-0.036928520499038955,2.500363731530211e-28,2.6214759189874303e-28,-0.04347798564352233,-0.030375881356550262,Sephs2
ENSMUSG00000074582,-0.037026136006244124,1.805871604836657e-28,1.8937411963471655e-28,-0.04357554961182731,-0.030473540035629222,Arfgef2
ENSMUSG00000022875,-0.03711103873790457,1.3597996837206278e-28,1.426113983975488e-28,-0.04366040741508391,-0.030558480418479507,Kng1
ENSMUSG00000027610,-0.037164595428197646,1.1366044840119616e-28,1.1921590979777235e-28,-0.04371393571590728,-0.030612060907842673,Gss
ENSMUSG00000030798,-0.03731179511963343,6.934666026716769e-29,7.274379551785135e-29,-0.04386105718564158,-0.03075932620462513,Cd37
ENSMUSG00000043099,-0.0373711706547859,5.678481572280929e-29,5.95728238804126e-29,-0.04392040108832194,-0.030818728283343404,Hic1
ENSMUSG00000018509,-0.037429147765789574,4.6703717925290546e-29,4.9001907381482056e-29,-0.043978347267269645,-0.030876731357417277,Cenpv
ENSMUSG00000045776,-0.03743243623226529,4.618842075609658e-29,4.8466338673763464e-29,-0.043981633977956014,-0.03088002129784302,Lrtm1
ENSMUSG00000032057,-0.03746510769242186,4.136560361063813e-29,4.3410225218425996e-29,-0.04401428798635288,-0.03091270740965011,4833427G06Rik
ENSMUSG00000039087,-0.03750063965859451,3.668643108251891e-29,3.850381095982254e-29,-0.04404980095691523,-0.030948255326187515,Rreb1
ENSMUSG00000056025,-0.0375617329462544,2.983683728827246e-29,3.131818755985353e-29,-0.04411086154502879,-0.031009376077487848,Clca3a1
ENSMUSG00000023915,-0.03758726361068879,2.7365455419498713e-29,2.8727120952654537e-29,-0.04413637852994424,-0.031034918233396432,Tnfrsf21
ENSMUSG00000035139,-0.03775437779076061,1.551639670568526e-29,1.629189070315546e-29,-0.0443034029579766,-0.031202107843698097,Secisbp2
ENSMUSG00000028194,-0.03796679148309601,7.516653897516718e-30,7.893157510780969e-30,-0.04451570204082508,-0.03141461794229502,Ddah1
ENSMUSG00000105103,-0.03814576527455183,4.068701120185614e-30,4.272948036321796e-30,-0.0446945788064043,-0.03159367342278915,Gm43191
ENSMUSG00000024955,-0.0383140468057927,2.2786698611928685e-30,2.3935607785639377e-30,-0.044862768725252564,-0.031762032146413884,Esrra
ENSMUSG00000001029,-0.03836847475210113,1.8880540585880976e-30,1.9834584080135492e-30,-0.04491716696155613,-0.03181648513892779,Icam2
ENSMUSG00000032113,-0.03841494523702459,1.607668630061765e-30,1.6892598823807555e-30,-0.04496361204939566,-0.031862977039037906,Chek1
ENSMUSG00000041528,-0.038479112261214886,1.2872227444974328e-30,1.3526930900561505e-30,-0.04502774395844218,-0.031927173680189054,Rnf123
ENSMUSG00000030879,-0.03852129866552234,1.111975132789119e-30,1.168654895206641e-30,-0.04506990724700197,-0.03196937958552603,Mrpl17
ENSMUSG00000033845,-0.038586951691105105,8.852057837236094e-31,9.304244100521435e-31,-0.04513552425205718,-0.03203506300626445,Mrpl15
ENSMUSG00000098178,-0.03868569223486199,6.277113188316906e-31,6.599151795959741e-31,-0.04523421051542365,-0.03213384937015186,Gm42418
ENSMUSG00000040302,-0.038916196299198805,2.804110222038166e-31,2.948281171315494e-31,-0.04546458736788967,-0.03236446089713306,Rbm48
ENSMUSG00000055027,-0.039050679565240984,1.7484941862989958e-31,1.8385848436372196e-31,-0.045598996092820344,-0.032499007182464394,Smyd1
ENSMUSG00000091625,-0.039255472848473,8.490670638845389e-32,8.929088904033431e-32,-0.0458036754082184,-0.032703896888614706,Lsm5
ENSMUSG00000022105,-0.039293113054337914,7.431976802242781e-32,7.816551117209488e-32,-0.045841294607427543,-0.032741554876540756,Rb1
ENSMUSG00000034845,-0.03929486502160678,7.386027994041713e-32,7.76904175243685e-32,-0.04584304559648709,-0.03274330767193055,Plvap
ENSMUSG00000005968,-0.03932814268222898,6.56491012892982e-32,6.9060699862506e-32,-0.04587630466891712,-0.03277660106990981,Tuft1
ENSMUSG00000005470,-0.039331866215996644,6.478868959453607e-32,6.81627454966187e-32,-0.045880026121895096,-0.032780326365480374,Asf1b
ENSMUSG00000021200,-0.03955884860189019,2.8921153784390947e-32,3.043050692802078e-32,-0.04610688132197334,-0.03300741649264969,Asb2
ENSMUSG00000030748,-0.03967737904768541,1.894540127608368e-32,1.993623200682277e-32,-0.0462253450827628,-0.03312600346990916,Il4ra
ENSMUSG00000063457,-0.03974961796720012,1.4630960139814103e-32,1.5399389685100624e-32,-0.04629754327046858,-0.033198276933251836,Rps15
ENSMUSG00000020621,-0.0397583623552965,1.4179919122103494e-32,1.4926230654845784e-32,-0.04630628272341291,-0.03320702550746383,Rdh14
ENSMUSG00000061414,-0.039796423887614216,1.2372196489671022e-32,1.302473575078537e-32,-0.046344322762910846,-0.03324510527230296,Cracr2a
ENSMUSG00000023004,-0.039955323097158685,6.991653198356878e-33,7.361959775041464e-33,-0.046503132039136016,-0.03340408080440144,Tuba1b
ENSMUSG00000043807,-0.040077727071730934,4.497536296018252e-33,4.736242940204562e-33,-0.046625466510166705,-0.03352654379816265,Ly6g5b
ENSMUSG00000027859,-0.04011123248126576,3.984976066265734e-33,4.196920554255644e-33,-0.04665895286038824,-0.03356006539720268,Ngf
ENSMUSG00000053835,-0.04013673193966434,3.6341589051183425e-33,3.827848014660146e-33,-0.046684437803739834,-0.03358557718658212,H2-T24
ENSMUSG00000067148,-0.04034354311016317,1.7174313794840915e-33,1.8091555667166243e-33,-0.046891130936286274,-0.033792488681851,Polr1c
ENSMUSG00000063804,-0.040370180562184145,1.5589458895267938e-33,1.6423787289578527e-33,-0.04691775314416097,-0.033819139096610204,Lin28b
ENSMUSG00000027800,-0.04047827617175513,1.0517565570090156e-33,1.1082787745089733e-33,-0.047025786797051675,-0.03392728740498848,Tm4sf1
ENSMUSG00000031972,-0.04049015343802629,1.0071816859527092e-33,1.061532131063142e-33,-0.04703765724634307,-0.03393917047102313,Acta1
ENSMUSG00000033174,-0.04056227004120763,7.74096741287224e-34,8.159552453749594e-34,-0.04710973241835878,-0.03401132232908098,Mgll
ENSMUSG00000029372,-0.04070852992931811,4.5325063135480004e-34,4.778100688960574e-34,-0.04725590807045614,-0.03415765392738974,Ppbp
ENSMUSG00000001946,-0.0407647291631065,3.688061047137014e-34,3.888718944682638e-34,-0.047312074862629235,-0.034213880789965206,Esam
ENSMUSG00000017300,-0.04086354137872061,2.5648798288519386e-34,2.704713517717957e-34,-0.04741082993742885,-0.034312741684407316,Tnnc2
ENSMUSG00000064294,-0.04089808990900704,2.2585456567669573e-34,2.3819296105958206e-34,-0.04744535845890175,-0.03434730726492171,Aox3
ENSMUSG00000020469,-0.0408982401666419,2.257296108086539e-34,2.3808628921912652e-34,-0.04744550862948058,-0.034347457596745234,Myl7
ENSMUSG00000025545,-0.04095824184002659,1.8094396859993674e-34,1.908691651898067e-34,-0.04750547551553755,-0.03440748891923593,Clybl
ENSMUSG00000087187,-0.04103218934293017,1.3771606418192403e-34,1.4528543536440979e-34,-0.04757938008078022,-0.03448147302743736,Gm13431
ENSMUSG00000002699,-0.0410549494934151,1.2660496411265075e-34,1.335777211570487e-34,-0.047602127001143614,-0.03450424445904208,Lcp2
ENSMUSG00000049287,-0.04124484323547916,6.264065596666726e-35,6.609755826386754e-35,-0.04779191009625054,-0.034694232587473096,Iba57
ENSMUSG00000082932,-0.04132889844270302,4.5829001249003954e-35,4.836323474989864e-35,-0.04787591617540461,-0.0347783297253692,Cyp2j8
ENSMUSG00000002100,-0.041368472404642885,3.955024851406571e-35,4.1741687086085184e-35,-0.047915466975331646,-0.03481792346077335,Mybpc3
ENSMUSG00000046916,-0.041405794568350265,3.4414664652999377e-35,3.632921424363916e-35,-0.04795276727615742,-0.03485526429165627,Myct1
ENSMUSG00000035769,-0.041470625563150405,2.702007552473868e-35,2.8526262167164986e-35,-0.04801756025032082,-0.03492012775601733,Xylb
