,Mesenchyme_corr,Mesenchyme_pval,Mesenchyme_qval,Mesenchyme_ci_low,Mesenchyme_ci_high,gene_annotation
ENSMUSG00000068329,0.5718440567716404,0.0,0.0,0.5674125914639574,0.5762423988606754,Htra2
ENSMUSG00000058301,0.57017578942611,0.0,0.0,0.5657318278039627,0.574586630968553,Upf1
ENSMUSG00000028964,0.5697865429410764,0.0,0.0,0.5653396709442721,0.574200295708561,Park7
ENSMUSG00000043140,0.5696899297942003,0.0,0.0,0.5652423357375815,0.5741044048394764,Tmem186
ENSMUSG00000045973,0.5692028595974825,0.0,0.0,0.5647516271995067,0.5736209741248457,Slc25a51
ENSMUSG00000054874,0.5668227639600903,0.0,0.0,0.5623537978734757,0.5712586187521598,Pcnx3
ENSMUSG00000028857,0.5665623571301146,0.0,0.0,0.562091455357654,0.5710001484282788,Tmem222
ENSMUSG00000090553,0.5661885685752711,0.0,0.0,0.5617148898874335,0.5706291380008754,Snrpe
ENSMUSG00000024962,0.565740418673819,0.0,0.0,0.5612634130755679,0.5701843165168745,Vegfb
ENSMUSG00000014769,0.5654233427358629,0.0,0.0,0.5609439848845978,0.5698695939336407,Psmb1
ENSMUSG00000030682,0.565314989415209,0.0,0.0,0.5608348280420052,0.569762044518139,Cdipt
ENSMUSG00000028541,0.5653051200899457,0.0,0.0,0.5608248855359597,0.5697522484087333,B4galt2
ENSMUSG00000051146,0.5640142338297561,0.0,0.0,0.5595244385267147,0.5684709277302659,Camk2n2
ENSMUSG00000035799,0.5637645068711682,0.0,0.0,0.5592728645560805,0.5682230487746853,Twist1
ENSMUSG00000045665,0.5629686941499659,0.0,0.0,0.5584711714227588,0.5674331197446082,Mfsd5
ENSMUSG00000025794,0.5622977254808634,0.0,0.0,0.5577952513659716,0.5667671053708667,Rpl14
ENSMUSG00000090000,0.5622789809548883,0.0,0.0,0.5577763686012346,0.5667484991667615,Ier3ip1
ENSMUSG00000044627,0.5622425467268569,0.0,0.0,0.5577396656882213,0.5667123337855434,Swi5
ENSMUSG00000024767,0.5620058963756339,0.0,0.0,0.5575012705826493,0.5664774292491886,Otub1
