,n_obs,iso_labels_integrated,ari_unintegrated,ari_integrated,nmi_unintegrated,nmi_integrated
0,100000,0.0005236914595460548,0.2637733434118581,0.18453131882100612,0.5642306370278002,0.43551491658867375
