,Cardiac_1_corr,Cardiac_1_pval,Cardiac_1_qval,Cardiac_1_ci_low,Cardiac_1_ci_high,gene_annotation
ENSMUSG00000026308,0.3199026331751393,0.0,0.0,0.311149806402786,0.3286011936064,Klhl30
ENSMUSG00000032419,0.3198559409392384,0.0,0.0,0.3111028268817646,0.32855479477078775,Tbx18
ENSMUSG00000021200,0.31932879766533184,0.0,0.0,0.31057244320075894,0.3280309609974679,Asb2
ENSMUSG00000026430,0.3189535840257147,0.0,0.0,0.31019492640366514,0.327658099756461,Rassf5
ENSMUSG00000022551,0.3173316742591887,0.0,0.0,0.3085630927164023,0.32604632734677813,Cyc1
ENSMUSG00000022427,0.3172262188206597,0.0,0.0,0.308456993818496,0.3259415292779134,Tomm22
ENSMUSG00000087296,0.31692753161867976,0.0,0.0,0.30815648529553,0.32564470281748875,Gm12130
ENSMUSG00000097541,0.3168467616863497,0.0,0.0,0.30807522314870717,0.3255644357651294,Gm26752
ENSMUSG00000030247,0.3147976058322628,0.0,0.0,0.3060136224893683,0.32352799608477095,Kcnj8
ENSMUSG00000035923,0.3099707443421253,0.0,0.0,0.3011577723609325,0.3187307683566104,Myf6
ENSMUSG00000059325,0.306606372216558,0.0,0.0,0.29777346514795505,0.3153867858263373,Hopx
ENSMUSG00000024803,0.3016303381170694,0.0,0.0,0.2927683532972451,0.31044050891325103,Ankrd1
ENSMUSG00000028834,0.3003202707702978,0.0,0.0,0.2914507112468664,0.3091381965624731,Trim63
ENSMUSG00000062694,0.2987491591720472,0.0,0.0,0.2898705599922704,0.30757634160846115,Cav3
ENSMUSG00000043301,0.29716211610305576,0.0,0.0,0.2882744347445176,0.305998600755244,Kcnj6
ENSMUSG00000055027,0.29343366227798023,0.0,0.0,0.2845248383799849,0.30229180973495734,Smyd1
ENSMUSG00000023089,0.29133913302010994,0.0,0.0,0.28241855146627143,0.30020933243431286,Ndufa5
ENSMUSG00000049709,0.29128233541682674,0.0,0.0,0.28236143622700505,0.30015286046784617,Nlrp10
ENSMUSG00000004951,0.2909213277208287,0.0,0.0,0.281998411103301,0.29979392107804725,Hspb1
ENSMUSG00000032366,0.2906860438436676,0.0,0.0,0.2817618137590289,0.2995599838507887,Tpm1
ENSMUSG00000026817,0.2869440338360492,0.0,0.0,0.2779990599456658,0.2958392478384296,Ak1
ENSMUSG00000040694,0.28651226043925465,0.0,0.0,0.2775649106797875,0.29540991178112247,Apobec2
ENSMUSG00000073680,0.28189675774443285,0.0,0.0,0.27292423911150854,0.2908202388215104,Tmem88b
ENSMUSG00000020321,0.2808214145026634,0.0,0.0,0.27184309187084954,0.2897508545315633,Mdh1
ENSMUSG00000037568,0.2790143060645445,0.0,0.0,0.27002628088850944,0.28795370986370883,Vash2
ENSMUSG00000061462,0.27844285315758827,0.0,0.0,0.2694517731135477,0.28738539464627166,Obscn
ENSMUSG00000051456,0.27699913728188497,0.0,0.0,0.2680003679417172,0.28594957776530416,Hspb3
ENSMUSG00000031097,0.27652415320089085,0.0,0.0,0.2675228630038618,0.28547718367551034,Tnni2
