,n_obs,iso_labels_integrated,ari_unintegrated,ari_integrated,nmi_unintegrated,nmi_integrated
0,500000,0.0005194169417291004,0.27726379058204126,0.1554618897896621,0.5939276396287375,0.42087769969459365
