,Mixed_1_corr,Mixed_1_pval,Mixed_1_qval,Mixed_1_ci_low,Mixed_1_ci_high,gene_annotation
ENSMUSG00000028234,0.18034332818203277,6.840266106223306e-296,4.0236859448372386e-293,0.17092258669323215,0.18973109827904278,Rps20
ENSMUSG00000060938,0.1775354310692506,1.2772451334035392e-286,7.095806296686329e-284,0.16810516239680615,0.18693320799556526,Rpl26
ENSMUSG00000047675,0.17696114806944602,9.616260850859566e-285,5.061189921505034e-282,0.16752894983394,0.18636095285427576,Rps8
ENSMUSG00000001056,0.17574453511649277,8.651080002245684e-281,4.325540001122842e-278,0.1663082704069262,0.18514861483164655,Nhp2
ENSMUSG00000067274,0.17288110172108806,1.339363918777435e-271,6.377923422749691e-269,0.16343538024809964,0.18229512998483843,Rplp0
ENSMUSG00000020460,0.17211863785113224,3.519040653803785e-269,1.599563933547175e-266,0.16267042527510572,0.1815352884405885,Rps27a
ENSMUSG00000063457,0.17180984823856466,3.3344241941416557e-268,1.4497496496268068e-265,0.16236063002409923,0.18122755764252269,Rps15
ENSMUSG00000070493,0.17000971259415365,1.5086394576636525e-262,6.285997740265219e-260,0.16055466894205328,0.17943355780229805,Chchd2
ENSMUSG00000032518,0.16923982451023123,3.782492259118147e-260,1.5129969036472588e-257,0.15978230874237048,0.17866627476382047,Rpsa
ENSMUSG00000058546,0.1691625480437803,6.575761791164477e-260,2.529139150447876e-257,0.15970478478011893,0.17858925914209506,Rpl23a
ENSMUSG00000007892,0.16764856348199725,3.1583478919095524e-255,1.1697584784850193e-252,0.1581859748628774,0.17708036169551306,Rplp1
ENSMUSG00000061477,0.1662856260536028,4.733804576243124e-251,1.6906444915154014e-248,0.15681873179241484,0.17572196592644357,Rps7
ENSMUSG00000049751,0.16535904386663516,3.1128591704414383e-248,1.0733997139453236e-245,0.15588924316839242,0.1747984508311323,Rpl36al
ENSMUSG00000041841,0.1641900152780961,1.0576541724374803e-244,3.5255139081249343e-242,0.15471657158030572,0.17363326816261465,Rpl37
ENSMUSG00000059070,0.16287693038556167,9.091846325422566e-241,2.9328536533621183e-238,0.15339942660101333,0.17232447158592468,Rpl18
ENSMUSG00000039001,0.16270751964771377,2.909256700752924e-240,9.091427189852887e-238,0.15322949449422166,0.17215561168577612,Rps21
ENSMUSG00000020775,0.16221257639128647,8.636247254556561e-239,2.617044622592897e-236,0.15273303123943646,0.17166227455268593,Mrpl38
ENSMUSG00000012848,0.15902978707034182,1.9549115569722323e-229,5.749739873447742e-227,0.14954058170229723,0.16848970035488403,Rps5
ENSMUSG00000032398,0.15865747456448936,2.357713818933991e-228,6.7363251969542596e-226,0.14916715210022932,0.16811856997650948,Snapc5
ENSMUSG00000035960,0.15818193239453643,5.62015884528506e-227,1.5611552348014056e-224,0.14869018703804177,0.16764453379727695,Apex1
ENSMUSG00000059278,0.1527926267938949,1.1238938102345884e-211,3.03755083847186e-209,0.14328506445483855,0.16227198973674395,Naa38
ENSMUSG00000061787,0.15209755688623144,9.61835388974096e-210,2.5311457604581474e-207,0.14258799588794713,0.16157904067989387,Rps17
ENSMUSG00000029536,0.150949485371942,1.4269487287779871e-206,3.6588428943025314e-204,0.14143664377594822,0.1604344517737335,Gatc
ENSMUSG00000025580,0.15089478733478007,2.0177366652531932e-206,5.0443416631329826e-204,0.14138179008220209,0.1603799190232632,Eif4a3
ENSMUSG00000028081,0.15070707268627312,6.618591552293992e-206,1.6142906225107296e-203,0.1411935416901818,0.1601927711711023,Rps3a1
ENSMUSG00000063480,0.1503014322808948,8.575781107643866e-205,2.041852644677111e-202,0.1407867502458753,0.1597883532504478,Nhp2l1
ENSMUSG00000093674,0.15000661913109087,5.493309350878806e-204,1.2775138025299549e-201,0.14049110255476613,0.15949442658524282,Rpl41
ENSMUSG00000014294,0.1495238499043894,1.1402226707719116e-202,2.5914151608452536e-200,0.14000697039535673,0.15901310538253685,Ndufa2
ENSMUSG00000062006,0.14903087953686722,2.496543172413119e-201,5.547873716473598e-199,0.1395126129913214,0.15852160898160367,Rpl34
ENSMUSG00000071415,0.14758926378231288,1.950369220858512e-197,4.239933088822852e-195,0.13806696828732162,0.15708427662519425,Rpl23
ENSMUSG00000003970,0.1469244366932719,1.1799523517237378e-195,2.5105369185611443e-193,0.13740029684579494,0.15642141134961185,Rpl8
ENSMUSG00000073702,0.1458882858787867,6.789312743126616e-193,1.4144401548180451e-190,0.13636128876237022,0.1553883010168023,Rpl31
ENSMUSG00000041453,0.14554659430546596,5.4633264035004514e-192,1.1149645721429493e-189,0.13601865954258563,0.1550476075470266,Rpl21
ENSMUSG00000090733,0.1450223434640221,1.3261522503198283e-190,2.6523045006396566e-188,0.1354929745192394,0.154524883683067,Rps27
ENSMUSG00000027133,0.14380476545777002,2.0856940419397943e-187,4.089596160666263e-185,0.13427208631108545,0.153310831571486,Nop10
ENSMUSG00000003429,0.14360868106274782,6.782644991360145e-187,1.3043548060307973e-184,0.13407547153139568,0.1531153123199428,Rps11
ENSMUSG00000040952,0.143497316017626,1.3241680650982859e-186,2.4984303115061996e-184,0.13396380559142543,0.15300426791353144,Rps19
ENSMUSG00000057863,0.14216393990807166,3.821183512623738e-183,7.076265764118033e-181,0.13262684566303365,0.15167471217275877,Rpl36
ENSMUSG00000059291,0.1406459041646153,3.021955915015687e-179,5.494465300028522e-177,0.13110477202255877,0.1501609839848095,Rpl11
ENSMUSG00000028998,0.13907682746510286,2.905489988619258e-175,5.188374979677246e-173,0.12953156893351542,0.14859631278619537,Tomm7
ENSMUSG00000075227,0.13868220064239326,2.8678178635938435e-174,5.0312594098137604e-172,0.12913591187584408,0.14820278645693932,Znhit2
ENSMUSG00000004032,0.13681338963185452,1.336895828936078e-169,2.3049928085104797e-167,0.12726226332104498,0.1463391460410176,Gstm5
ENSMUSG00000038274,0.13669603974963204,2.6123872068588683e-169,4.427774926879438e-167,0.12714461194514926,0.1462221185841436,Fau
ENSMUSG00000003813,0.13524325849961946,9.935462165387405e-166,1.6559103608979007e-163,0.1256881204888486,0.14477330684890094,Rad23a
ENSMUSG00000030744,0.13435807778889627,1.4419230118955828e-163,2.363808216222267e-161,0.12480069934087354,0.14389052473116343,Rps3
ENSMUSG00000026895,0.13425874795571707,2.515327728596378e-163,4.056980207413513e-161,0.12470111905306967,0.14379146310738847,Ndufa8
ENSMUSG00000037601,0.13303832550807862,2.2616149839339242e-160,3.589865053863372e-158,0.12347763509438045,0.14257432043829296,Nme1
ENSMUSG00000060126,0.13220296888469518,2.2908893742085464e-158,3.5795146472008536e-156,0.12264019967951355,0.14174119213609468,Tpt1
ENSMUSG00000065990,0.13174929947819253,2.7776494783209538e-157,4.273306889724544e-155,0.12218540701899254,0.1412887272347716,Aurkaip1
ENSMUSG00000024608,0.13150020124143205,1.0890312216285488e-156,1.6500473054978012e-154,0.12193569374028297,0.1410402886659699,Rps14
ENSMUSG00000028798,0.13141828137667674,1.7057714488177503e-156,2.545927535548881e-154,0.12185357187390529,0.1409585854808229,Eif3i
ENSMUSG00000038462,0.13131324294695731,3.031188773122891e-156,4.4576305487101346e-154,0.12174827462738638,0.14085382468961893,Uqcrfs1
ENSMUSG00000036615,0.12809106775554976,1.0966293959509423e-148,1.5893179651462933e-146,0.11851826452940399,0.1376400625743814,Rfxap
ENSMUSG00000005481,0.12797698772689858,2.0140843766758525e-148,2.877263395251218e-146,0.1184039108217097,0.13752627672253226,Ddx39
ENSMUSG00000042380,0.12665792948928964,2.182814436207563e-145,3.074386529869807e-143,0.11708170659330194,0.13621060161918921,Smim12
ENSMUSG00000016526,0.12634465776883672,1.1350011456408757e-144,1.5763904800567719e-142,0.1167676926996488,0.13589812842949286,Dyrk3
ENSMUSG00000046756,0.1261981671421917,2.450001484748992e-144,3.3561664174643724e-142,0.11662085567854671,0.1357520105557822,Mrps7
ENSMUSG00000020163,0.12556511854511246,6.7394217646647465e-143,9.107326709006413e-141,0.11598631497708169,0.13512056800458994,Uqcr11
ENSMUSG00000047604,0.12432767730160846,4.1749361750522096e-140,5.56658156673628e-138,0.11474597964657365,0.13388624373783542,Frat2
ENSMUSG00000063229,0.12356599426750765,2.1132372924524755e-138,2.780575384805889e-136,0.11398253006682327,0.13312646455230964,Ldha
ENSMUSG00000016252,0.12194773876225692,8.124381519864044e-135,1.0551144830992264e-132,0.11236055896430658,0.1315122166243317,Atp5e
ENSMUSG00000036751,0.12051925005303946,1.0802831848959137e-131,1.3849784421742485e-129,0.11092883282432167,0.1300872233874966,Cox6b1
ENSMUSG00000028932,0.12033452841376131,2.7207771375568007e-131,3.444021693109874e-129,0.11074369545092451,0.12990295087080705,Psmc2
ENSMUSG00000024309,0.11840933992034247,3.781492556838313e-127,4.726865696047891e-125,0.10881421375083283,0.1279824038379725,Pfdn6
ENSMUSG00000018293,0.11838218037850978,4.321310889802511e-127,5.334951715805569e-125,0.10878699415987521,0.12795530926182502,Pfn1
ENSMUSG00000020116,0.11757291086271142,2.2704087138124498e-125,2.7687911144054264e-123,0.10797594196948972,0.12714796896407762,Pno1
ENSMUSG00000045608,0.11702934610201918,3.1978697583385474e-124,3.85285513052837e-122,0.10743118700560604,0.1266056928849615,Dbx2
ENSMUSG00000024925,0.11657555628589468,2.881880891492827e-123,3.430810585110509e-121,0.10697640797375682,0.1261529745283269,Rnaseh2c
ENSMUSG00000033307,0.11571205256049917,1.8449473889217474e-121,2.170526339907938e-119,0.10611103299129622,0.12529149863439618,Mif
ENSMUSG00000018770,0.11517830067116885,2.3744924964806724e-120,2.761037786605433e-118,0.10557613170730583,0.1247589929709966,Atp5g3
ENSMUSG00000021660,0.11495896093830717,6.760965800534656e-120,7.771225058085812e-118,0.10535632125367747,0.12454016376148984,Btf3
ENSMUSG00000034566,0.11479625267414602,1.4673628427581605e-119,1.667457775861546e-117,0.1051932644106658,0.1243778336061628,Atp5h
ENSMUSG00000057103,0.11432193423927309,1.395602593721276e-118,1.568092801934018e-116,0.10471793276396986,0.12390461448698709,Nat8f1
ENSMUSG00000063694,0.11426910539852538,1.7924879258662978e-118,1.9916532509625531e-116,0.10466499134486236,0.12385190781652008,Cycs
ENSMUSG00000020133,0.11419046789024842,2.601091532480968e-118,2.858342343385679e-116,0.10458618636072324,0.12377345206267215,2310011J03Rik
ENSMUSG00000046229,0.1136929677281308,2.7257508255183994e-117,2.962772636433043e-115,0.10408762945779451,0.1232770989932437,Scand1
ENSMUSG00000020392,0.1119387643497675,9.92131521290506e-114,1.0668080874091463e-111,0.10232973849190793,0.12152690203998878,Cdkn2aipnl
ENSMUSG00000023004,0.11188831358894229,1.2535504551054418e-113,1.3335643139419593e-111,0.10227918256416378,0.12147656562163467,Tuba1b
ENSMUSG00000030750,0.11147846566706639,8.34721572668647e-113,8.786542870196284e-111,0.10186848213513279,0.12106764475849521,Nsmce1
ENSMUSG00000062867,0.1114135480037156,1.1263625839418254e-112,1.173294358272735e-110,0.10180342973986045,0.12100287363757728,Impdh2
ENSMUSG00000029715,0.11137147292114008,1.3676719673073228e-112,1.4099711003168275e-110,0.10176126737738678,0.12096089348993051,Pop7
ENSMUSG00000063200,0.11068557706621769,3.20372057625047e-111,3.2691026288270104e-109,0.10107395357955602,0.12027654039947783,Nol7
ENSMUSG00000039183,0.11046745399627256,8.697650633282029e-111,8.785505690183866e-109,0.10085538150960022,0.12005890603667962,Nubp2
ENSMUSG00000005732,0.11024884462940648,2.3617450843206572e-110,2.3617450843206573e-108,0.10063632307264399,0.11984078554154402,Ranbp1
ENSMUSG00000059534,0.10982104479041732,1.6582331575896342e-109,1.6418150075144893e-107,0.10020764713829608,0.1194139397035918,Uqcr10
ENSMUSG00000032556,0.10977835061770241,2.0134058209393018e-109,1.9739272754306878e-107,0.1001648657276442,0.11937134054500677,Bfsp2
ENSMUSG00000025364,0.10948447693832998,7.641430582508283e-109,7.418864643211926e-107,0.09987039253417207,0.11907811991118473,Pa2g4
ENSMUSG00000030751,0.10935145057709082,1.395895741814031e-108,1.342207444051953e-106,0.0997370953475417,0.11894538861068295,Psma1
ENSMUSG00000045509,0.10917400898640632,3.114526739118518e-108,2.966215942017636e-106,0.09955929304464924,0.11876834006273507,Gpr150
ENSMUSG00000014769,0.10885656858861512,1.304583081594708e-107,1.2307387562214226e-105,0.09924120886977117,0.11845160129058925,Psmb1
ENSMUSG00000030879,0.10868669688630876,2.802851740058411e-107,2.619487607531225e-105,0.09907099347053483,0.11828210424679005,Mrpl17
ENSMUSG00000035530,0.10774439928442915,1.9066731285016754e-105,1.7654380819459956e-103,0.09812679956100365,0.11734187476435694,Eif1
ENSMUSG00000078812,0.10773600417983654,1.9793847554624125e-105,1.8159493169379932e-103,0.09811838763967096,0.11733349800769649,Eif5a
ENSMUSG00000090137,0.10771603152058422,2.1636876451733948e-105,1.9669887683394498e-103,0.09809837497750509,0.11731356899422699,Uba52
ENSMUSG00000039016,0.10701161594841274,4.944688477619239e-104,4.454674304161476e-102,0.09739255351799614,0.11661068782081395,Timm8b
ENSMUSG00000047721,0.10681568366239241,1.17625196450979e-103,1.0502249683123126e-101,0.0971962319061713,0.11641518061660269,Bola2
ENSMUSG00000059518,0.10645353195776111,5.811455436519567e-103,5.142880917273954e-101,0.09683336256120209,0.11605381265419978,Znhit1
ENSMUSG00000074211,0.10583666293040878,8.719110282406534e-102,7.648342352988187e-100,0.0962152770333888,0.11543827275799884,Sdhaf1
ENSMUSG00000028495,0.10511004217832651,2.0745790388042578e-100,1.8039817728732677e-98,0.09548723286179897,0.11471320815361967,Rps6
ENSMUSG00000018446,0.10424703807296759,8.691848751146015e-99,7.492973061332772e-97,0.09462255154226779,0.1138520389848003,C1qbp
ENSMUSG00000031948,0.10413749141180184,1.3933036432168154e-98,1.1908578147152268e-96,0.09451279302019,0.113742724211572,Kars
ENSMUSG00000017188,0.10391413091017021,3.640925289720385e-98,3.0855299065426993e-96,0.09428900126902065,0.11351983579803099,Coa3
ENSMUSG00000062997,0.10359314892128886,1.4424358198925778e-97,1.2121309410861997e-95,0.09396740125293192,0.11319953053401384,Rpl35
ENSMUSG00000034203,0.10347091181608657,2.433807114626925e-97,2.0281725955224374e-95,0.09384492931734925,0.11307755061575321,Chchd4
ENSMUSG00000079478,0.10330501288591608,4.945225736049755e-97,4.076133597214969e-95,0.09367871214383283,0.11291200027382485,Sssca1
ENSMUSG00000032058,0.10330370674693762,4.972882988602262e-97,4.076133597214969e-95,0.09367740350142154,0.11291069687720043,Ppp2r1b
ENSMUSG00000024944,0.10270184393352251,6.44723116032463e-96,5.241651349857422e-94,0.09307439065674541,0.11231009421005836,Arl2
ENSMUSG00000016637,0.1025798524685013,1.0817027699444777e-95,8.723409435036111e-94,0.09295216695294188,0.11218835730816025,Ift27
ENSMUSG00000031578,0.1014481060227789,1.276434093843218e-93,1.0211472750745743e-91,0.09181827980009076,0.11105895876050037,Mak16
ENSMUSG00000057388,0.10138927715345117,1.6332531341506375e-93,1.2962326461512996e-91,0.09175934033828038,0.11100025125760819,Mrpl18
ENSMUSG00000003868,0.10132013846066315,2.1816693522792898e-93,1.7178498836844802e-91,0.09169007175780428,0.11093125511511663,Ruvbl2
ENSMUSG00000039041,0.10131679720219526,2.212397257719843e-93,1.7284353575936274e-91,0.09168672422462826,0.11092792074331533,Adrm1
ENSMUSG00000016757,0.10127798303414796,2.602613118166411e-93,2.0175295489662102e-91,0.09164783718155986,0.11088918655927918,Ttll12
ENSMUSG00000021290,0.10071001210066524,2.7833018819082105e-92,2.1410014476217006e-90,0.09107880322143264,0.11032238269863204,2010107E04Rik
ENSMUSG00000026520,0.09960315220408265,2.7112216493670478e-90,2.0696348468450745e-88,0.0899698897728764,0.10921777922454216,Pycr2
ENSMUSG00000028964,0.09948321014631376,4.439216910243846e-90,3.363043113821095e-88,0.0898497266215163,0.10909808025224778,Park7
ENSMUSG00000002043,0.099016557603451,3.005712505096677e-89,2.2430690336542363e-87,0.08938221654920414,0.10863237081696968,Trappc6a
ENSMUSG00000022557,0.09870855958324992,1.0568132600844598e-88,7.8282463709959985e-87,0.08907365487175918,0.10832499295032709,Bop1
ENSMUSG00000016554,0.0984770473069869,2.712086217777979e-88,1.9941810424838085e-86,0.08884172012983872,0.10809394561318772,Eif3d
ENSMUSG00000028044,0.09847117970732856,2.777566343936325e-88,2.0274206890046166e-86,0.08883584183650914,0.10808808978375395,Cks1b
ENSMUSG00000026234,0.09804321033496254,1.5764091674480678e-87,1.1423254836580201e-85,0.08840709430187184,0.10766097710535895,Ncl
ENSMUSG00000021811,0.09790934834048957,2.70907613679951e-87,1.948975637985259e-85,0.08827298964372564,0.10752738234220649,Dnajc9
ENSMUSG00000020153,0.09764084102536319,8.007799640239271e-87,5.719856885885194e-85,0.0880039966343302,0.10725941000640081,Ndufs7
ENSMUSG00000042660,0.09721512737500733,4.4369392337365776e-86,3.1246050941806884e-84,0.08757751580487856,0.10683454169207686,Wdr55
ENSMUSG00000067367,0.09697651311135266,1.1545372109382514e-85,8.073686789777982e-84,0.08733847307925217,0.10659639970642135,Lyar
ENSMUSG00000035242,0.09672063921320864,3.2108282552852527e-85,2.2297418439480923e-83,0.08708214096054158,0.10634103102116171,Oaz1
ENSMUSG00000021871,0.0966939391876806,3.5719107879660245e-85,2.463386750321396e-83,0.08705539319397995,0.10631438364065325,Pnp
ENSMUSG00000022354,0.0965000639804568,7.737227217354319e-85,5.2994706968180265e-83,0.0868611717446243,0.1061208902869074,Ndufb9
ENSMUSG00000022427,0.09614107959219521,3.22354761602934e-84,2.1928895347138368e-82,0.08650154817983942,0.10576261102491638,Tomm22
ENSMUSG00000030034,0.0960278420116541,5.050544693869874e-84,3.4125301985607255e-82,0.08638810949945767,0.1056495953502373,Ino80b
ENSMUSG00000014226,0.095836348716419,1.0778834141388321e-83,7.234116873414981e-82,0.08619627669797301,0.1054584767489799,Cacybp
ENSMUSG00000024997,0.09561737412687656,2.5599575875210865e-83,1.7066383916807243e-81,0.08597691475552673,0.1052399297547596,Prdx3
ENSMUSG00000071654,0.09519637127890537,1.3428325569146854e-82,8.892930840494605e-81,0.08555516980483482,0.10481974639459903,Uqcc3
ENSMUSG00000057322,0.09475830435520217,7.473938236573708e-82,4.884926952008959e-80,0.08511633436741774,0.10438252852657667,Rpl38
ENSMUSG00000021550,0.09472058424726146,8.661237590300242e-82,5.624180253441716e-80,0.08507854826089607,0.10434488135331368,2210016F16Rik
ENSMUSG00000021647,0.0941807180389003,7.098481588760538e-81,4.5503087107439347e-79,0.0845377404918929,0.10380605599467126,Cartpt
ENSMUSG00000024742,0.09322500211136232,2.8538580120070867e-79,1.77258261615347e-77,0.0835803716663143,0.10285216881112764,Fen1
ENSMUSG00000023723,0.09277977492209039,1.5743642735572819e-78,9.599782155837084e-77,0.083134380541446,0.10240778750958567,Mrps23
ENSMUSG00000026701,0.09247688043629615,5.007385672382875e-78,3.0347791953835606e-76,0.08283096854765361,0.10210546629693325,Prdx6
ENSMUSG00000024841,0.09242329793700212,6.142300641305956e-78,3.700181109220455e-76,0.08277729468655318,0.10205198502538729,Eif1ad
ENSMUSG00000013822,0.0919159009927545,4.225406630217097e-77,2.515122994176844e-75,0.08226903536999326,0.10154554389340857,Elof1
ENSMUSG00000008683,0.09174142249275731,8.180670545549266e-77,4.840633458904891e-75,0.08209426148563444,0.10137139291516123,Rps15a
ENSMUSG00000075467,0.09161826144522268,1.3031271019253698e-76,7.665453540737468e-75,0.08197089228915583,0.10124846270364708,Dnlz
ENSMUSG00000004897,0.09150308904717912,2.012887509250742e-76,1.1702834356108965e-74,0.08185552551093281,0.10113350590272321,Hdgf
ENSMUSG00000028333,0.0912903598164149,4.487124533834109e-76,2.5937136033723173e-74,0.0816424379299535,0.10092117421455017,Anp32b
ENSMUSG00000004885,0.09092068175886507,1.7989401307627144e-75,1.0221250742969968e-73,0.08127213923432244,0.10055218491421228,Crabp2
ENSMUSG00000027203,0.09086841326733493,2.188167641144923e-75,1.2362529046016514e-73,0.08121978320618695,0.10050001359173609,Dut
ENSMUSG00000025208,0.09018574453373215,2.7958862911810742e-74,1.544688558663577e-72,0.08053597606313127,0.09981860910093225,Mrpl43
ENSMUSG00000036752,0.08809739365297206,6.0064955894687445e-71,3.064538566055482e-69,0.07844419906827459,0.09773406956516907,Tubb4b
ENSMUSG00000002658,0.08805446914082359,7.019061576394141e-71,3.544980594138455e-69,0.07840120502635749,0.09769122250553022,Gtf2f1
ENSMUSG00000022551,0.08797801086642691,9.26211579886739e-71,4.654329547169542e-69,0.07832462299264649,0.09761490210309891,Cyc1
ENSMUSG00000018287,0.08747458630156092,5.7149942382518084e-70,2.8152680976609896e-68,0.0778203864034155,0.09711238249912575,Spag7
ENSMUSG00000068922,0.08732204983995749,9.898479469450686e-70,4.852195818358179e-68,0.07766760487533218,0.09696011926852015,Msto1
ENSMUSG00000026202,0.08683300461061862,5.721931198482797e-69,2.724729142134665e-67,0.07717777699880478,0.09647194699978728,Tuba4a
ENSMUSG00000049792,0.0868172180684654,6.054344335204636e-69,2.8693575048363203e-67,0.07716196527019727,0.09645618855982842,Bag5
ENSMUSG00000022437,0.08664658616531953,1.1139258715653482e-68,5.1810505654202246e-67,0.07699106144432352,0.09628586009631687,Samm50
ENSMUSG00000031628,0.08639219410719963,2.7583237334931045e-68,1.2652861162812406e-66,0.07673626503501565,0.096031919382687,Casp3
ENSMUSG00000071014,0.08616455023541829,6.194897111221603e-68,2.803120864806155e-66,0.07650826039699564,0.09580467833468541,Ndufb6
ENSMUSG00000030612,0.08556939138168998,5.084832496124173e-67,2.230189691282532e-65,0.07591216311693172,0.09521056788765334,Mrpl46
ENSMUSG00000024791,0.08479990148635233,7.564846030371264e-66,3.191918156274795e-64,0.07514147014769984,0.09444242331238446,Cdca5
ENSMUSG00000053565,0.08465212227165839,1.2669324401397264e-65,5.27888516724886e-64,0.07499346120550295,0.0942949011498593,Eif3k
ENSMUSG00000028455,0.08464367024490455,1.3048187855652418e-65,5.398495524337604e-64,0.07498499605266994,0.09428646381204432,Stoml2
ENSMUSG00000103164,0.08464331494534437,1.3064359168897002e-65,5.398495524337604e-64,0.07498464020135659,0.09428610912993568,Gm38150
ENSMUSG00000051515,0.0843140729732219,4.10739345224144e-65,1.656207037194129e-63,0.07465488799885747,0.09395743827348323,Fam181b
ENSMUSG00000037894,0.08415254373970449,7.193101036299222e-65,2.8544051731346117e-63,0.07449310921387661,0.09379618846612287,H2afz
ENSMUSG00000022982,0.08398467365343934,1.2862288113778485e-64,5.083908345366991e-63,0.07432498031874091,0.09362860823879492,Sod1
ENSMUSG00000047260,0.08384772300123096,2.064683049513757e-64,8.065168162163113e-63,0.0741878189335467,0.09349189365261792,Emc6
ENSMUSG00000049960,0.08359060041674628,5.009857192501887e-64,1.9268681509622644e-62,0.07393030168860183,0.09323521329578113,Mrps16
ENSMUSG00000090553,0.08335404450148318,1.129659669019496e-63,4.246840860975549e-62,0.07369338381873354,0.09299906310305049,Snrpe
ENSMUSG00000041560,0.0831081433016064,2.623898399582981e-63,9.64668529258449e-62,0.07344710752090745,0.09275358250373414,Gltscr2
ENSMUSG00000039771,0.08245771677319426,2.4086275583878785e-62,8.16483918097586e-61,0.07279569451131081,0.09210426284163757,Polr2j
ENSMUSG00000031897,0.08236925157355914,3.2518700328135325e-62,1.0875819507737567e-60,0.07270709577618431,0.09201594755426509,Psmb10
ENSMUSG00000022673,0.08218825919732863,6.003509202033669e-62,1.9683636727979243e-60,0.07252583067269734,0.09183526141306722,Mcm4
ENSMUSG00000037070,0.08213483248559623,7.1927039065467475e-62,2.327735892086326e-60,0.07247232357727189,0.09178192497669298,Rbmxl1
ENSMUSG00000026974,0.08186693291103411,1.7769472972866935e-61,5.605511978822378e-60,0.07220402177041413,0.09151447723857992,Zmynd19
ENSMUSG00000022476,0.08179630045105594,2.2543254966040494e-61,7.044767176887654e-60,0.07213328349374579,0.091443963674674,Polr3h
ENSMUSG00000038982,0.08108238510292108,2.4687853178828852e-60,7.176701505473504e-59,0.07141830406361573,0.09073124463387597,Bloc1s5
ENSMUSG00000030652,0.08095490417327204,3.776833302353591e-60,1.088424582810833e-58,0.07129063417022043,0.09060397628385096,Coq7
ENSMUSG00000047989,0.08092520204915511,4.169715974840154e-60,1.1981942456437225e-58,0.07126088806441709,0.09057432364396156,Ino80c
ENSMUSG00000027342,0.0808200569685905,5.917281853887406e-60,1.6762838112995483e-58,0.0711555874274654,0.09046935359934842,Pcna
ENSMUSG00000025134,0.08051490455057841,1.6299435771060965e-59,4.477866970071693e-58,0.07084998477294371,0.09016470795723679,Alyref
ENSMUSG00000000088,0.0801284093372691,5.849403909019779e-59,1.5515660236126738e-57,0.07046292191036108,0.08977885201618141,Cox5a
ENSMUSG00000030595,0.07981143952014154,1.6603977384924825e-58,4.3015485453173116e-57,0.07014548872887393,0.0894624043124945,Nfkbib
ENSMUSG00000040888,0.07951167377701858,4.4366157541836175e-58,1.134684336108342e-56,0.06984528657236123,0.08916313055150116,Gfer
ENSMUSG00000039067,0.07945609545896881,5.32123238852156e-58,1.350566596071462e-56,0.06978962753312212,0.08910764325830044,Psmd7
ENSMUSG00000025204,0.0794016381844371,6.3580788808458925e-58,1.6015312042432979e-56,0.06973509122396578,0.0890532751144928,Ndufb8
ENSMUSG00000006941,0.0788711800787638,3.5778800723273235e-57,8.458345324650883e-56,0.06920386627948898,0.08852368220577295,Eif1b
ENSMUSG00000028675,0.07870061681907206,6.220119182157516e-57,1.4431831049089364e-55,0.06903305761561589,0.08835339598165158,Pnrc2
ENSMUSG00000017386,0.07863022839345171,7.811976027503972e-57,1.7835561706630072e-55,0.06896256808127478,0.08828312171922098,Traf4
ENSMUSG00000020075,0.07819333110497396,3.19901539934194e-56,6.969532460439955e-55,0.06852504537531626,0.08784693088649577,Ddx21
