,Amnion_corr,Amnion_pval,Amnion_qval,Amnion_ci_low,Amnion_ci_high,gene_annotation
ENSMUSG00000040048,0.24095513158634282,0.0,0.0,0.23177762542990307,0.2500897475866233,Ndufb10
ENSMUSG00000055762,0.23185937387712213,0.0,0.0,0.2226407830660944,0.241036505168141,Eef1d
ENSMUSG00000032199,0.22944144469632619,0.0,0.0,0.22021220477191122,0.23862960910151257,Polr2m
ENSMUSG00000062397,0.22824452498571166,0.0,0.0,0.2190100558891319,0.23743810921429973,Zfp706
ENSMUSG00000016257,0.22220328213776241,0.0,0.0,0.2129428475379524,0.23142379976599137,Slmo2
ENSMUSG00000033585,0.2217002997570943,0.0,0.0,0.21243773552168407,0.23092302802419512,Ndn
ENSMUSG00000019370,0.2194963540556634,0.0,0.0,0.21022451663924469,0.22872871118813537,Calm3
ENSMUSG00000019505,0.21639585215584825,0.0,0.0,0.20711113014249252,0.22564159630415292,Ubb
ENSMUSG00000029610,0.21478159845761394,0.0,0.0,0.20549024261560053,0.22403423895104962,Aimp2
ENSMUSG00000027746,0.2115264731284225,0.0,0.0,0.2022218952658584,0.22079286692899305,Ufm1
ENSMUSG00000021737,0.2105488096945943,0.0,0.0,0.20124030112429567,0.21981929427061586,Psmd6
ENSMUSG00000036781,0.207316789378982,0.0,0.0,0.19799541948476326,0.2166006660587918,Rps27l
ENSMUSG00000076437,0.20630267988818798,0.0,0.0,0.19697731660973075,0.21559071700264085,Selenoh
ENSMUSG00000030744,0.205389492214965,0.0,0.0,0.19606055017399937,0.21468125872372032,Rps3
ENSMUSG00000055302,0.20523827550283807,0.0,0.0,0.19590874242070702,0.21453065801496482,Mrfap1
ENSMUSG00000030298,0.20504229202350444,0.0,0.0,0.19571199359148533,0.2143354722455471,Sec13
ENSMUSG00000048076,0.20401453496431773,0.0,0.0,0.19468023525809453,0.2133118863057904,Arf1
ENSMUSG00000029632,0.20186086379094123,0.0,0.0,0.19251824638255538,0.21116688953722268,Ndufa4
ENSMUSG00000003038,0.20180827049484112,0.0,0.0,0.19246545110015525,0.21111450695153197,Hmgn2
ENSMUSG00000063694,0.2004853486722734,0.0,0.0,0.1911374663431489,0.20979686771573325,Cycs
ENSMUSG00000035783,0.19867686334000745,0.0,0.0,0.1893221151486106,0.20799554916206042,Acta2
ENSMUSG00000028741,0.197316705512045,0.0,0.0,0.18795683565402171,0.20664073980498068,Mrto4
ENSMUSG00000030591,0.19723155642407325,0.0,0.0,0.18787136714070307,0.2065559243546321,Psmd8
ENSMUSG00000032959,0.19558772035177718,0.0,0.0,0.18622139222194173,0.20491850181922008,Pebp1
ENSMUSG00000062480,0.19312951536646614,0.0,0.0,0.18375410572682052,0.20246979023430944,Acat3
ENSMUSG00000028998,0.19256063947673133,0.0,0.0,0.18318314503327926,0.20190309465692247,Tomm7
ENSMUSG00000038462,0.19163636233599665,0.0,0.0,0.1822554941113245,0.2009823466247978,Uqcrfs1
ENSMUSG00000030224,0.19155619496537876,0.0,0.0,0.1821750349021311,0.20090248457386933,Strap
ENSMUSG00000027566,0.19102518700562604,0.0,0.0,0.18164209705103398,0.20037349583609085,Psma7
ENSMUSG00000026766,0.19034947711978253,0.0,0.0,0.18096393933970664,0.19970034753761032,Mmadhc
ENSMUSG00000018446,0.18945691062901462,0.0,0.0,0.18006815312005722,0.1988111511983605,C1qbp
ENSMUSG00000029844,0.18943183833568464,0.0,0.0,0.18004299060904036,0.19878617335058088,Hoxa1
ENSMUSG00000025066,0.18778347778101354,0.0,0.0,0.17838872571360648,0.1971439953899891,Sfr1
ENSMUSG00000044627,0.1868999312759232,0.0,0.0,0.17750203625406588,0.19626374122584256,Swi5
ENSMUSG00000071415,0.18607220382419706,0.0,0.0,0.17667137825021553,0.19543908442515873,Rpl23
ENSMUSG00000028691,0.18573773641308075,0.0,0.0,0.17633573046276865,0.195105854042463,Prdx1
ENSMUSG00000056201,0.18559177603469437,0.0,0.0,0.17618925565765328,0.19496043282096015,Cfl1
ENSMUSG00000037601,0.18552604262795208,0.0,0.0,0.1761232907142881,0.19489494208955555,Nme1
ENSMUSG00000026939,0.18423474604852824,5.29972583671415e-309,1.3589040606959358e-306,0.17482746284934306,0.19360839579345446,Tmem141
ENSMUSG00000028690,0.18366494805282504,4.603353114084673e-307,1.1508382785211683e-304,0.17425567573956957,0.1930406836577646,Mmachc
ENSMUSG00000042462,0.18338382491891975,4.1421120348297653e-306,1.0102712280072597e-303,0.17397357356736273,0.1927605873189473,Dctpp1
ENSMUSG00000027832,0.1827686703468995,5.006434784453552e-304,1.1920082820127506e-301,0.17335628204804565,0.1921476742530621,Ptx3
ENSMUSG00000037070,0.18200999857991734,1.807743207751896e-301,4.204053971516037e-299,0.17259498496288014,0.1913917568649139,Rbmxl1
ENSMUSG00000041453,0.178120300406589,1.5422818981863963e-288,3.5051861322418098e-286,0.16869200349034763,0.18751600553749745,Rpl21
ENSMUSG00000003868,0.17809103844374735,1.924388232733179e-288,4.27641829496262e-286,0.1686626427184977,0.18748684738714821,Ruvbl2
ENSMUSG00000012405,0.17780551295185748,1.6648576777307634e-287,3.6192558211538335e-285,0.1683761539694623,0.18720233398329242,Rpl15
ENSMUSG00000052146,0.17775090798477866,2.5142169316535304e-287,5.349397726922405e-285,0.16832136496692757,0.18714792239214473,Rps10
ENSMUSG00000017188,0.17642624047740094,5.310431613856336e-283,1.1063399195534036e-280,0.16699225077485025,0.18582792834467518,Coa3
ENSMUSG00000045954,0.17543114687794698,8.929222002468482e-280,1.8222902045854044e-277,0.1659938393666239,0.1848363231391115,Sdpr
ENSMUSG00000028081,0.17537364554322418,1.3696363208524053e-279,2.7392726417048107e-277,0.1659361469041186,0.18477902279543643,Rps3a1
ENSMUSG00000006442,0.17330742091277326,5.875215683719477e-273,1.1298491699460534e-270,0.16386309724999873,0.18271997804493753,Srm
