,train_recon_loss,val_recon_loss
0,5037.91455078125,4952.12939453125
1,4922.8857421875,4898.45556640625
2,4883.212890625,4873.765625
3,4862.7431640625,4861.63037109375
4,4850.88330078125,4854.50634765625
5,4842.9765625,4850.642578125
6,4837.08984375,4847.9912109375
7,4832.3466796875,4845.75048828125
8,4828.3447265625,4844.5107421875
9,4824.90234375,4843.044921875
10,4821.82177734375,4841.8603515625
11,4819.11279296875,4841.64404296875
12,4816.66455078125,4841.3134765625
13,4814.4296875,4841.2646484375
14,4812.37744140625,4840.5751953125
15,4810.48291015625,4840.62353515625
16,4808.74072265625,4840.4619140625
17,4807.07080078125,4840.5419921875
18,4805.58349609375,4840.88427734375
19,4804.107421875,4840.44677734375
20,4802.78125,4840.953125
21,4801.46630859375,4841.283203125
22,4800.31005859375,4841.447265625
23,4799.12744140625,4841.73388671875
24,4798.05908203125,4841.6220703125
25,4797.01953125,4842.1796875
26,4796.02294921875,4841.947265625
27,4795.1044921875,4842.6494140625
28,4794.146484375,4842.84814453125
29,4793.306640625,4843.212890625
30,4792.45751953125,4843.64404296875
31,4791.65234375,4843.49609375
32,4790.861328125,4843.90185546875
33,4790.15234375,4844.26904296875
34,4789.412109375,4844.630859375
35,4788.71728515625,4845.1552734375
36,4788.08984375,4845.029296875
37,4787.42919921875,4845.31494140625
38,4786.80224609375,4845.85107421875
39,4786.18017578125,4846.158203125
40,4785.63037109375,4846.40087890625
41,4785.03955078125,4846.79931640625
42,4784.50341796875,4847.2373046875
43,4783.98291015625,4847.3095703125
44,4783.462890625,4848.1572265625
45,4782.97607421875,4847.82421875
46,4782.4912109375,4848.07177734375
47,4781.99267578125,4848.17333984375
48,4781.52294921875,4848.720703125
49,4781.0556640625,4848.8798828125
50,4780.64599609375,4849.4609375
51,4780.23046875,4849.55322265625
52,4779.802734375,4849.8037109375
53,4779.421875,4850.29150390625
54,4779.0126953125,4850.2216796875
55,4778.61669921875,4850.783203125
56,4778.234375,4850.63330078125
57,4777.85107421875,4850.81201171875
58,4777.5283203125,4851.52880859375
59,4777.13916015625,4851.49462890625
60,4776.79150390625,4851.85791015625
61,4776.4755859375,4852.123046875
62,4776.14697265625,4852.271484375
63,4775.81494140625,4852.37646484375
64,4775.51025390625,4852.98486328125
65,4775.2080078125,4853.22314453125
66,4774.9169921875,4853.4814453125
67,4774.6220703125,4853.5048828125
68,4774.31591796875,4853.7509765625
69,4774.06494140625,4854.04296875
70,4773.77294921875,4854.369140625
71,4773.5068359375,4854.46826171875
72,4773.23779296875,4854.71240234375
73,4772.96875,4855.39111328125
74,4772.7392578125,4855.17041015625
75,4772.4609375,4855.56787109375
76,4772.24853515625,4855.19189453125
77,4772.00048828125,4855.71533203125
78,4771.728515625,4856.158203125
79,4771.54150390625,4856.34716796875
80,4771.3037109375,4856.09423828125
81,4771.08154296875,4856.51025390625
82,4770.87451171875,4856.86572265625
83,4770.62158203125,4856.81103515625
84,4770.41015625,4857.3515625
85,4770.201171875,4857.67822265625
86,4770.0087890625,4857.41259765625
87,4769.8095703125,4857.876953125
88,4769.625,4858.03857421875
89,4769.4345703125,4857.92578125
90,4769.232421875,4858.2529296875
91,4769.0546875,4858.28271484375
92,4768.8896484375,4858.99951171875
93,4768.70556640625,4858.80615234375
94,4768.5,4859.369140625
95,4768.37060546875,4859.1904296875
96,4768.166015625,4859.09423828125
97,4768.02294921875,4859.60009765625
98,4767.84423828125,4859.9541015625
99,4767.67919921875,4860.1044921875
100,4767.537109375,4860.26806640625
101,4767.37841796875,4860.28564453125
102,4767.20458984375,4860.61865234375
103,4767.06298828125,4860.5205078125
104,4766.94482421875,4860.6328125
105,4766.74658203125,4861.00244140625
106,4766.6484375,4861.0283203125
107,4766.4697265625,4861.30908203125
108,4766.36328125,4861.7841796875
109,4766.2099609375,4861.908203125
110,4766.080078125,4861.166015625
111,4765.96533203125,4861.76904296875
112,4765.7939453125,4862.26513671875
113,4765.69580078125,4862.04248046875
114,4765.56201171875,4862.63037109375
115,4765.4521484375,4862.59521484375
116,4765.326171875,4863.150390625
117,4765.22607421875,4862.4921875
118,4765.09521484375,4862.90966796875
119,4764.98876953125,4863.43798828125
120,4764.8564453125,4863.2734375
121,4764.73583984375,4863.41796875
122,4764.6708984375,4863.84814453125
123,4764.5654296875,4863.61767578125
124,4764.41357421875,4864.5390625
125,4764.30029296875,4864.09765625
126,4764.22412109375,4864.5185546875
127,4764.11669921875,4864.201171875
128,4764.0078125,4864.1767578125
129,4763.90673828125,4864.90087890625
130,4763.8212890625,4864.39208984375
131,4763.734375,4865.0048828125
132,4763.603515625,4864.90185546875
133,4763.5595703125,4865.296875
134,4763.458984375,4865.12939453125
135,4763.3408203125,4865.4599609375
136,4763.24169921875,4865.9169921875
137,4763.15625,4865.98095703125
138,4763.0947265625,4865.2724609375
139,4763.03076171875,4866.03759765625
140,4762.90185546875,4866.3056640625
141,4762.84326171875,4866.49267578125
142,4762.7587890625,4866.70849609375
143,4762.658203125,4866.85302734375
144,4762.59326171875,4866.52099609375
145,4762.52294921875,4866.4951171875
146,4762.4443359375,4867.041015625
147,4762.349609375,4867.35986328125
148,4762.31201171875,4867.423828125
149,4762.2314453125,4867.455078125
150,4762.14208984375,4867.61962890625
151,4762.08642578125,4867.3642578125
152,4762.04150390625,4867.57373046875
153,4761.97900390625,4867.47412109375
154,4761.90625,4867.83056640625
155,4761.80712890625,4867.8369140625
156,4761.76416015625,4867.90966796875
157,4761.6806640625,4867.9677734375
158,4761.6611328125,4868.3740234375
159,4761.57666015625,4868.47119140625
160,4761.49951171875,4868.365234375
161,4761.470703125,4868.41357421875
162,4761.36181640625,4868.53662109375
163,4761.32861328125,4868.67724609375
164,4761.2890625,4869.39892578125
165,4761.22021484375,4869.294921875
166,4761.173828125,4869.2900390625
167,4761.0966796875,4869.458984375
168,4761.080078125,4869.2197265625
169,4761.04248046875,4869.076171875
170,4760.96484375,4869.50146484375
171,4760.90234375,4869.69873046875
172,4760.8583984375,4869.7919921875
173,4760.82861328125,4870.0126953125
174,4760.7587890625,4869.97998046875
175,4760.73583984375,4870.037109375
176,4760.640625,4870.13916015625
177,4760.650390625,4870.25537109375
178,4760.5908203125,4870.2939453125
179,4760.5546875,4870.9931640625
180,4760.49560546875,4870.763671875
181,4760.44091796875,4870.89208984375
182,4760.3984375,4871.08837890625
183,4760.39990234375,4870.90869140625
184,4760.318359375,4871.11279296875
185,4760.3095703125,4871.29541015625
186,4760.2744140625,4871.724609375
187,4760.21435546875,4871.6494140625
188,4760.189453125,4871.77001953125
189,4760.15673828125,4871.27587890625
190,4760.140625,4871.5224609375
191,4760.10302734375,4872.08349609375
192,4760.0478515625,4872.201171875
193,4759.99560546875,4872.453125
194,4759.982421875,4871.5810546875
195,4759.97998046875,4871.77587890625
196,4759.92822265625,4871.96142578125
197,4759.89599609375,4872.3662109375
198,4759.86474609375,4872.6533203125
199,4759.8564453125,4872.55224609375
200,4759.81689453125,4872.80078125
201,4759.78759765625,4872.99462890625
202,4759.76171875,4872.9638671875
203,4759.73046875,4873.115234375
204,4759.7333984375,4873.3740234375
205,4759.701171875,4872.58544921875
206,4759.6552734375,4872.84619140625
207,4759.62548828125,4873.22998046875
208,4759.5849609375,4873.13427734375
209,4759.591796875,4873.24462890625
210,4759.57275390625,4873.40771484375
211,4759.54248046875,4873.3330078125
212,4759.55029296875,4873.642578125
213,4759.505859375,4873.7529296875
214,4759.5,4873.63427734375
215,4759.45654296875,4874.0048828125
216,4759.4736328125,4874.107421875
217,4759.38427734375,4874.31787109375
218,4759.4013671875,4874.04541015625
219,4759.36181640625,4874.5830078125
220,4759.35498046875,4874.59912109375
221,4759.3681640625,4874.009765625
222,4759.328125,4874.60693359375
223,4759.3603515625,4874.515625
224,4759.3232421875,4874.5712890625
225,4759.291015625,4874.3583984375
226,4759.2763671875,4874.349609375
227,4759.26953125,4874.96435546875
228,4759.25,4875.01171875
229,4759.2333984375,4874.6259765625
230,4759.212890625,4874.8681640625
231,4759.2216796875,4875.2919921875
232,4759.1943359375,4876.1767578125
233,4759.17333984375,4875.064453125
234,4759.18115234375,4875.76416015625
235,4759.1650390625,4875.7822265625
236,4759.12939453125,4876.0751953125
237,4759.17431640625,4875.9951171875
238,4759.1689453125,4876.318359375
239,4759.140625,4875.95458984375
240,4759.14404296875,4876.1181640625
241,4759.1484375,4876.28515625
242,4759.09423828125,4875.99755859375
243,4759.13916015625,4876.5390625
244,4759.12744140625,4876.208984375
245,4759.111328125,4876.3974609375
246,4759.11474609375,4876.1142578125
247,4759.0966796875,4876.75146484375
248,4759.08544921875,4876.7265625
249,4759.09326171875,4876.7998046875
250,4759.10009765625,4876.7998046875
251,4759.11083984375,4877.00390625
252,4759.126953125,4876.98291015625
253,4759.0751953125,4877.08349609375
254,4759.11083984375,4876.701171875
255,4759.10791015625,4877.2880859375
256,4759.0751953125,4877.06005859375
257,4759.07861328125,4877.31103515625
258,4759.09716796875,4877.24951171875
259,4759.11376953125,4877.44384765625
260,4759.11572265625,4877.634765625
261,4759.10888671875,4877.39599609375
262,4759.0869140625,4877.2880859375
263,4759.10791015625,4877.759765625
264,4759.11962890625,4877.4072265625
265,4759.10888671875,4877.5712890625
266,4759.1416015625,4878.3505859375
267,4759.1416015625,4877.8173828125
268,4759.13916015625,4877.615234375
269,4759.11962890625,4878.107421875
270,4759.1357421875,4878.1748046875
271,4759.1640625,4878.048828125
272,4759.13818359375,4878.3203125
273,4759.17138671875,4878.39404296875
274,4759.16162109375,4878.37744140625
275,4759.16943359375,4878.2958984375
276,4759.16796875,4878.42431640625
277,4759.205078125,4878.560546875
278,4759.16552734375,4878.43359375
279,4759.18603515625,4878.654296875
280,4759.21337890625,4879.20849609375
281,4759.23193359375,4878.94287109375
282,4759.24365234375,4879.14111328125
283,4759.18896484375,4878.9189453125
284,4759.22705078125,4878.955078125
285,4759.2646484375,4879.236328125
286,4759.2607421875,4879.51953125
287,4759.25146484375,4879.65869140625
288,4759.3017578125,4879.43994140625
289,4759.31494140625,4879.0166015625
290,4759.31689453125,4879.36328125
291,4759.318359375,4879.0302734375
292,4759.3291015625,4879.5078125
293,4759.3564453125,4879.796875
294,4759.36865234375,4879.7099609375
295,4759.37548828125,4879.90380859375
296,4759.3798828125,4879.8203125
297,4759.3935546875,4879.6103515625
298,4759.39208984375,4879.693359375
299,4759.4306640625,4880.04150390625
300,4759.5048828125,4880.33935546875
301,4759.451171875,4879.97265625
302,4759.50390625,4879.76611328125
303,4759.48486328125,4879.87890625
304,4759.50732421875,4879.99951171875
305,4759.51806640625,4880.50390625
306,4759.5458984375,4880.54541015625
307,4759.56787109375,4880.54541015625
308,4759.5849609375,4880.11279296875
309,4759.62060546875,4880.22265625
310,4759.63427734375,4880.65771484375
311,4759.671875,4880.56884765625
312,4759.6494140625,4880.70166015625
313,4759.658203125,4880.79248046875
314,4759.68212890625,4880.8203125
315,4759.74609375,4881.1455078125
316,4759.71923828125,4881.17626953125
317,4759.744140625,4880.84423828125
318,4759.79736328125,4880.56982421875
319,4759.80029296875,4881.04931640625
320,4759.84228515625,4880.9736328125
321,4759.83544921875,4881.0703125
322,4759.89599609375,4881.03564453125
323,4759.89453125,4881.45361328125
324,4759.9072265625,4881.14599609375
325,4759.92578125,4881.23974609375
326,4759.95068359375,4881.1962890625
327,4759.96826171875,4881.43505859375
328,4759.9853515625,4881.345703125
329,4760.0283203125,4881.64697265625
330,4760.05224609375,4881.517578125
331,4760.083984375,4881.37646484375
332,4760.13232421875,4881.63623046875
333,4760.13134765625,4881.82568359375
334,4760.138671875,4882.14697265625
335,4760.15087890625,4882.2041015625
336,4760.16845703125,4881.66455078125
337,4760.234375,4881.6103515625
338,4760.2255859375,4882.11572265625
339,4760.2431640625,4882.2568359375
340,4760.283203125,4882.27392578125
341,4760.322265625,4882.3017578125
342,4760.34912109375,4882.38720703125
